time_s,pitch_deg,height_mm,fax_fem_N,flat_fem_N,fax_tib_N,flat_tib_N,fax_cpl_N,fbear_A_N,fbear_C_N,fbear_E_N,fbear_F_N,fbear_W_N,grf_L_N
5.9110,0.401,119.2,5.26,1.75,2.01,5.04,-7.27,5.54,59.92,62.44,62.44,2.58,0.00
5.9125,0.310,118.3,-2.37,0.90,-0.99,2.28,3.16,2.54,61.40,60.45,60.45,0.84,0.00
5.9140,0.216,117.4,-79.91,26.95,-30.44,77.20,103.69,84.33,77.92,115.21,115.21,29.52,0.00
5.9155,0.141,116.4,6.48,2.26,2.54,6.17,-9.53,6.86,60.72,64.04,64.04,3.74,0.00
5.9170,0.059,115.5,4.43,1.42,1.61,4.28,-5.88,4.66,60.45,62.41,62.41,1.94,0.00
5.9185,-0.030,114.5,19.33,6.88,7.61,18.47,-28.24,20.52,66.21,78.93,78.93,10.68,0.00
5.9200,-0.096,113.5,3.18,1.04,1.17,3.05,-4.51,3.34,60.21,61.59,61.59,1.73,0.00
5.9215,-0.178,112.4,-0.26,0.18,-0.17,0.25,0.38,0.31,61.36,61.18,61.18,0.22,0.00
5.9230,-0.252,111.4,10.31,3.63,3.97,9.87,-15.09,10.93,61.85,67.60,67.60,5.78,0.00
5.9245,-0.321,110.3,3.63,1.15,1.28,3.52,-4.83,3.81,60.21,61.74,61.74,1.63,0.00
5.9260,-0.403,109.2,1.00,0.20,0.25,0.99,-0.99,1.02,61.20,61.47,61.47,0.40,0.00
5.9275,-0.476,108.1,14.47,5.00,5.41,13.94,-20.44,15.31,61.79,70.33,70.33,7.26,0.00
5.9290,-0.544,106.9,4.71,1.50,1.64,4.58,-6.20,4.95,60.28,62.31,62.31,1.99,0.00
5.9305,-0.623,105.8,2.07,0.58,0.65,2.03,-2.52,2.15,61.37,62.10,62.10,0.79,0.00
5.9320,-0.705,104.6,17.06,6.06,6.44,16.39,-25.18,18.10,66.30,76.91,76.91,9.70,0.00
5.9335,-0.762,103.4,5.11,1.69,1.81,4.95,-7.06,5.38,60.17,62.46,62.46,2.48,0.00
5.9350,-0.835,102.1,2.77,0.82,0.89,2.71,-3.46,2.89,60.95,61.99,61.99,1.06,0.00
5.9365,-0.913,100.9,18.48,6.53,6.84,17.81,-27.05,19.60,66.07,77.72,77.72,10.26,0.00
5.9380,-0.966,99.6,4.28,1.39,1.47,4.16,-5.83,4.50,60.07,61.88,61.88,2.01,0.00
5.9395,-1.037,98.3,1.93,0.53,0.58,1.91,-2.28,2.01,61.06,61.71,61.71,0.68,0.00
5.9410,-1.114,97.0,17.63,6.23,6.43,17.03,-25.87,18.70,66.02,76.90,76.90,9.85,0.00
5.9425,-1.164,95.6,6.28,2.05,2.13,6.12,-8.43,6.61,59.93,62.73,62.73,2.75,0.00
5.9440,-1.233,94.3,1.80,0.50,0.53,1.77,-2.15,1.86,61.24,61.83,61.83,0.66,0.00
5.9455,-1.306,92.9,-78.99,26.33,-26.85,77.38,103.03,83.26,79.62,117.26,117.26,29.79,0.00
5.9470,-1.360,91.4,8.21,2.78,2.83,7.99,-11.52,8.67,60.37,64.35,64.35,4.07,0.00
5.9485,-1.421,90.0,4.63,1.45,1.48,4.55,-5.92,4.85,60.47,62.30,62.30,1.76,0.00
5.9500,-1.491,88.6,-79.02,26.29,-26.40,77.55,103.08,83.28,79.85,117.65,117.65,29.81,0.00
5.9515,-1.541,87.1,8.45,2.83,2.84,8.25,-11.67,8.91,60.05,64.08,64.08,3.99,0.00
5.9530,-1.601,85.6,5.00,1.55,1.56,4.93,-6.26,5.24,60.40,62.35,62.35,1.76,0.00
5.9545,-1.669,84.0,19.35,6.75,6.67,18.82,-28.04,20.50,65.56,77.50,77.50,10.40,0.00
5.9560,-1.712,82.5,6.22,2.01,1.99,6.11,-8.19,6.53,59.81,62.44,62.44,2.55,0.00
5.9575,-1.775,80.9,4.32,1.31,1.29,4.28,-5.23,4.52,60.84,62.42,62.42,1.37,0.00
5.9590,-1.842,79.3,20.13,6.99,6.80,19.62,-29.00,21.30,65.54,77.97,77.97,10.62,0.00
5.9605,-1.885,77.7,7.25,2.34,2.28,7.14,-9.51,7.62,59.75,62.87,62.87,2.91,0.00
5.9620,-1.946,76.1,4.27,1.28,1.25,4.24,-5.11,4.46,60.85,62.37,62.37,1.30,0.00
5.9635,-2.013,74.4,17.28,6.03,5.78,16.85,-25.26,18.30,65.71,75.85,75.85,9.52,0.00
5.9650,-2.054,72.7,7.63,2.47,2.36,7.53,-10.02,8.02,59.72,63.00,63.00,3.06,0.00
5.9665,-2.114,71.0,2.28,0.63,0.61,2.28,-2.54,2.37,61.16,61.85,61.85,0.62,0.00
5.9680,-2.179,69.3,20.05,6.94,6.55,19.61,-28.92,21.21,65.39,77.58,77.58,10.61,0.00
5.9695,-2.218,67.6,8.41,2.72,2.55,8.31,-10.99,8.84,59.49,63.14,63.14,3.30,0.00
5.9710,-2.277,65.8,2.82,0.81,0.76,2.82,-3.22,2.93,61.15,62.03,62.03,0.77,0.00
5.9725,-2.342,64.0,-78.45,25.88,-23.99,77.61,102.73,82.61,81.12,119.22,119.22,30.02,0.00
5.9740,-2.385,62.2,9.07,3.01,2.78,8.94,-12.41,9.56,59.99,64.12,64.12,4.12,0.00
5.9755,-2.438,60.4,5.04,1.57,1.44,5.01,-6.31,5.28,60.53,62.37,62.37,1.74,0.00
5.9770,-2.499,58.5,-78.54,25.85,-23.57,77.82,102.83,82.69,81.24,119.58,119.58,30.04,0.00
5.9785,-2.540,56.6,10.06,3.35,3.05,9.92,-13.84,10.60,60.04,64.72,64.72,4.64,0.00
5.9800,-2.590,54.7,3.34,1.00,0.91,3.33,-4.03,3.49,60.67,61.76,61.76,1.05,0.00
5.9815,-2.648,52.8,3.72,1.11,1.00,3.71,-4.44,3.88,61.43,62.64,62.64,1.12,0.00
5.9830,-2.709,50.8,-78.62,25.80,-22.99,78.06,102.93,82.74,81.75,120.23,120.23,30.07,0.00
5.9845,-2.749,48.9,9.55,3.18,2.83,9.44,-13.15,10.07,59.98,64.31,64.31,4.41,0.00
5.9860,-2.798,46.9,4.40,1.36,1.20,4.39,-5.48,4.61,60.59,62.10,62.10,1.49,0.00
5.9875,-2.854,44.9,18.60,6.42,5.67,18.30,-27.13,19.67,65.08,75.83,75.83,10.15,0.00
5.9890,-2.884,42.8,7.81,2.51,2.19,7.77,-10.18,8.20,59.40,62.55,62.55,3.02,0.00
5.9905,-2.936,40.8,4.60,1.38,1.19,4.61,-5.44,4.80,60.81,62.31,62.31,1.30,0.00
5.9920,-2.994,38.7,17.40,5.99,5.20,17.15,-25.33,18.40,65.21,74.91,74.91,9.44,0.00
5.9935,-3.025,36.6,10.11,3.25,2.79,10.07,-13.18,10.62,59.31,63.64,63.64,3.89,0.00
5.9950,-3.076,34.4,0.53,0.06,0.04,0.57,-0.12,0.54,61.59,61.64,61.64,0.50,0.00
5.9965,-3.118,32.3,14.66,4.91,4.17,14.53,-20.41,15.46,60.78,68.27,68.27,6.96,0.00
5.9980,-3.157,30.1,6.46,2.02,1.70,6.47,-8.11,6.77,59.91,62.24,62.24,2.19,0.00
5.9995,-3.208,27.9,-78.23,25.51,-21.34,78.03,102.71,82.29,82.13,121.08,121.08,30.23,0.00
6.0010,-3.240,25.7,11.11,3.63,3.03,11.06,-14.91,11.69,59.42,64.37,64.37,4.69,0.00
6.0025,-3.283,23.5,3.61,1.07,0.88,3.63,-4.23,3.76,60.84,61.91,61.91,0.98,0.00
6.0040,-3.334,21.2,-78.08,25.42,-20.88,77.97,102.61,82.11,82.41,121.38,121.38,30.28,0.00
6.0055,-3.366,18.9,12.54,4.10,3.36,12.50,-16.87,13.20,59.39,65.17,65.17,5.32,0.00
6.0070,-3.407,16.6,5.33,1.62,1.30,5.36,-6.35,5.57,60.29,61.99,61.99,1.50,0.00
6.0085,-3.459,14.3,-77.90,25.32,-20.43,77.88,102.50,81.91,82.61,121.62,121.62,30.34,0.00
6.0100,-3.490,11.9,10.74,3.49,2.81,10.72,-14.36,11.29,59.52,64.12,64.12,4.47,0.00
6.0115,-3.533,9.5,4.49,1.36,1.07,4.53,-5.35,4.69,60.73,62.09,62.09,1.27,0.00
6.0130,-3.583,7.2,-78.02,25.31,-20.03,78.10,102.63,82.02,82.81,122.04,122.04,30.36,0.00
6.0145,-3.614,4.7,8.53,2.77,2.18,8.52,-11.43,8.96,59.76,63.11,63.11,3.59,0.00
6.0160,-3.655,2.3,-20.96,3.69,-1.07,21.12,18.45,21.23,61.98,63.50,63.50,2.59,0.00
6.0175,-3.716,0.0,22.86,3.91,2.24,24.06,-13.80,23.18,62.58,65.88,65.88,11.93,39.53
6.0190,-3.786,0.0,29.47,5.72,3.47,31.04,-17.50,30.01,59.24,64.13,64.13,15.72,45.78
6.0205,-3.861,0.0,32.38,6.45,3.91,34.06,-19.36,33.01,59.20,64.71,64.71,17.00,46.01
6.0220,-3.934,0.0,36.08,7.53,4.64,37.77,-23.73,36.85,58.91,66.77,66.77,16.39,44.37
6.0235,-4.007,0.0,36.32,7.51,4.55,38.06,-23.00,37.08,59.57,66.71,66.71,17.43,44.26
6.0250,-4.076,0.0,38.91,8.37,5.10,40.62,-26.91,39.80,59.09,68.61,68.61,16.09,41.96
6.0265,-4.143,0.0,37.82,8.01,4.76,39.55,-24.88,38.66,59.63,67.69,67.69,17.02,41.80
6.0280,-4.208,0.0,38.90,8.41,4.97,40.61,-26.73,39.80,59.25,68.44,68.44,16.21,40.06
6.0295,-4.273,0.0,38.78,8.45,4.92,40.46,-27.00,39.70,59.34,68.68,68.68,15.75,38.68
6.0310,-4.335,0.0,40.86,9.24,5.40,42.48,-31.03,41.89,58.50,70.57,70.57,13.75,35.84
6.0325,-4.398,0.0,38.29,8.48,4.79,39.91,-27.40,39.22,59.27,68.86,68.86,14.70,35.89
6.0340,-4.459,0.0,37.39,8.28,4.60,38.98,-26.66,38.29,59.36,68.48,68.48,14.45,34.80
6.0355,-4.518,0.0,35.69,7.82,4.21,37.27,-24.46,36.53,59.66,67.39,67.39,14.87,34.39
6.0370,-4.578,0.0,36.01,8.05,4.32,37.53,-26.02,36.89,59.33,68.09,68.09,13.52,32.32
6.0385,-4.636,0.0,34.16,7.55,3.94,35.67,-23.81,34.99,59.72,67.14,67.14,13.80,31.84
6.0400,-4.694,0.0,30.85,5.34,2.03,32.14,-18.93,31.30,62.55,66.08,66.08,15.57,32.92
6.0415,-4.752,0.0,27.40,4.50,1.50,28.57,-16.16,27.75,63.55,66.04,66.04,14.60,31.28
6.0430,-4.806,0.0,24.31,3.72,1.03,25.39,-13.39,24.58,63.82,65.33,65.33,14.06,30.09
6.0445,-4.859,0.0,22.20,3.23,0.74,23.19,-11.93,22.42,64.05,65.17,65.17,13.21,28.63
6.0460,-4.912,0.0,21.18,3.08,0.66,22.08,-12.02,21.40,64.27,65.59,65.59,11.97,26.81
6.0475,-4.964,0.0,17.71,2.13,0.08,18.58,-7.77,17.83,64.42,64.35,64.35,12.57,26.81
6.0490,-5.015,0.0,17.49,2.18,0.14,18.27,-8.85,17.62,64.65,65.06,65.06,11.16,24.89
6.0505,-5.066,0.0,16.35,1.96,0.01,17.06,-8.31,16.45,64.96,65.27,65.27,10.44,23.65
6.0520,-5.117,0.0,11.45,0.74,-0.53,12.08,-4.35,11.48,64.81,64.21,64.21,9.30,22.03
6.0535,-5.164,0.0,12.24,1.07,-0.31,12.77,-6.87,12.29,65.44,65.56,65.56,7.52,19.74
6.0550,-5.212,0.0,7.38,0.40,-1.17,7.91,0.57,7.39,65.39,63.84,63.84,9.89,21.64
6.0565,-5.259,0.0,8.40,0.03,-0.91,8.85,-2.14,8.40,65.80,64.82,64.82,8.09,19.46
6.0580,-5.306,0.0,7.75,0.13,-0.98,8.17,-1.70,7.76,65.93,64.89,64.89,7.82,18.76
6.0595,-5.353,0.0,6.76,0.39,-1.11,7.14,-0.80,6.77,66.21,65.02,65.02,7.64,18.19
6.0610,-5.398,0.0,7.22,0.23,-0.98,7.55,-2.23,7.22,66.45,65.55,65.55,6.64,16.80
6.0625,-5.443,0.0,6.82,0.33,-1.01,7.11,-2.18,6.83,66.65,65.75,65.75,6.24,16.03
6.0640,-5.487,0.0,5.97,0.51,-1.12,6.25,-1.17,5.99,66.64,65.56,65.56,6.33,15.77
6.0655,-5.532,0.0,4.01,1.04,-1.43,4.28,1.76,4.14,66.59,65.06,65.06,7.19,16.31
6.0670,-5.577,0.0,2.69,1.40,-1.60,2.93,3.25,3.03,66.91,65.20,65.20,7.28,16.08
6.0685,-5.619,0.0,3.81,1.02,-1.37,4.01,0.89,3.94,67.03,65.64,65.64,6.04,14.54
6.0700,-5.663,0.0,1.90,1.56,-1.66,2.10,3.68,2.45,67.06,65.33,65.33,6.84,15.04
6.0715,-5.705,0.0,2.58,1.28,-1.49,2.71,1.76,2.87,67.54,66.04,66.04,5.55,13.49
6.0730,-5.744,0.0,2.71,1.19,-1.43,2.81,1.13,2.96,67.60,66.18,66.18,5.05,12.71
6.0745,-5.782,0.0,2.66,1.19,-1.40,2.74,0.75,2.90,67.79,66.43,66.43,4.61,11.99
6.0760,-5.821,0.0,1.50,1.51,-1.56,1.58,2.37,2.11,67.83,66.26,66.26,4.97,12.15
6.0775,-5.861,0.0,-0.57,2.10,-1.86,0.52,5.52,2.17,67.78,65.94,65.94,5.96,12.92
6.0790,-5.899,0.0,0.21,1.84,-1.70,0.41,3.74,1.83,68.01,66.30,66.30,4.95,11.69
6.0805,-5.937,0.0,-0.63,2.07,-1.80,0.71,4.79,2.13,68.07,66.28,66.28,5.11,11.65
6.0820,-5.975,0.0,-1.04,2.16,-1.83,1.12,5.05,2.37,68.28,66.47,66.47,4.92,11.27
6.0835,-6.012,0.0,-0.81,2.02,-1.75,0.86,4.17,2.18,68.54,66.78,66.78,4.26,10.41
6.0850,-6.048,0.0,0.21,1.68,-1.57,0.14,2.16,1.69,68.68,67.12,67.12,3.40,9.26
6.0865,-6.085,0.0,-2.48,2.51,-1.95,2.58,6.44,3.51,68.58,66.68,66.68,4.75,10.56
6.0880,-6.120,0.0,-2.72,2.56,-1.96,2.83,6.58,3.71,68.60,66.70,66.70,4.64,10.29
6.0895,-6.157,0.0,-2.18,2.33,-1.84,2.30,5.15,3.19,69.02,67.18,67.18,3.75,9.23
6.0910,-6.191,0.0,-2.82,2.51,-1.91,2.96,5.96,3.77,69.08,67.19,67.19,3.86,9.21
6.0925,-6.225,0.0,-3.48,2.69,-1.99,3.63,6.87,4.40,69.06,67.13,67.13,4.07,9.29
6.0940,-6.259,0.0,-3.39,2.66,-1.95,3.57,6.45,4.30,69.24,67.32,67.32,3.74,8.82
6.0955,-6.293,0.0,-3.75,2.73,-1.97,3.93,6.74,4.64,69.37,67.43,67.43,3.64,8.60
6.0970,-6.327,0.0,-4.18,2.85,-2.02,4.37,7.34,5.06,69.37,67.42,67.42,3.77,8.63
6.0985,-6.362,0.0,-3.19,2.52,-1.85,3.42,5.28,4.07,69.76,67.88,67.88,2.80,7.46
6.1000,-6.395,0.0,-5.03,3.07,-2.08,5.27,8.06,5.89,69.79,67.79,67.79,3.57,8.21
6.1015,-6.425,0.0,-5.57,3.21,-2.14,5.79,8.90,6.43,69.67,67.68,67.68,3.85,8.40
6.1030,-6.457,0.0,-5.45,3.18,-2.10,5.69,8.55,6.30,69.75,67.76,67.76,3.62,8.07
6.1045,-6.489,0.0,-4.52,2.86,-1.95,4.78,6.69,5.34,70.10,68.13,68.13,2.76,7.07
6.1060,-6.521,0.0,-5.87,3.25,-2.11,6.14,8.76,6.72,70.13,68.11,68.11,3.37,7.65
6.1075,-6.551,0.0,-6.83,3.56,-2.23,7.10,10.32,7.69,70.03,68.03,68.03,3.95,8.14
6.1090,-6.582,0.0,-6.81,3.52,-2.20,7.09,10.04,7.66,70.20,68.19,68.19,3.66,7.79
6.1105,-6.610,0.0,-7.45,3.71,-2.26,7.76,10.80,8.32,70.44,68.42,68.42,3.74,7.79
6.1120,-6.635,0.0,-8.75,4.11,-2.43,9.07,12.72,9.66,70.62,68.64,68.64,4.34,8.30
6.1135,-6.652,0.0,-8.91,4.12,-2.41,9.25,12.56,9.82,70.81,68.81,68.81,3.98,7.88
6.1150,-6.662,0.0,-8.48,3.93,-2.29,8.84,11.39,9.34,71.00,68.95,68.95,3.19,7.07
6.1165,-6.665,0.0,-8.65,3.96,-2.29,9.03,11.46,9.52,71.10,69.05,69.05,3.08,6.90
6.1180,-6.662,0.0,-8.04,3.77,-2.20,8.43,10.33,8.88,71.21,69.12,69.12,2.57,6.36
6.1195,-6.655,0.0,-8.86,4.03,-2.29,9.25,11.70,9.72,71.16,69.12,69.12,3.10,6.83
6.1210,-6.644,0.0,-7.97,3.74,-2.17,8.37,10.18,8.80,71.28,69.19,69.19,2.49,6.19
6.1225,-6.631,0.0,-9.64,4.30,-2.40,10.03,13.18,10.55,71.17,69.19,69.19,3.82,7.44
6.1240,-6.614,0.0,-8.93,4.02,-2.25,9.34,11.54,9.79,71.54,69.48,69.48,2.84,6.46
6.1255,-6.591,0.0,-8.52,3.89,-2.18,8.94,10.66,9.36,71.70,69.60,69.60,2.38,5.97
6.1270,-6.564,0.0,-9.41,4.18,-2.31,9.82,12.30,10.29,71.55,69.51,69.51,3.12,6.66
6.1285,-6.532,0.0,-9.58,4.24,-2.33,9.99,12.71,10.47,71.47,69.45,69.45,3.37,6.88
6.1300,-6.500,0.0,-9.35,4.17,-2.29,9.77,12.34,10.24,71.56,69.52,69.52,3.22,6.71
6.1315,-6.465,0.0,-9.19,4.09,-2.23,9.62,11.84,10.06,71.78,69.72,69.72,2.87,6.35
6.1330,-6.427,0.0,-8.12,3.76,-2.10,8.55,10.13,8.95,71.81,69.70,69.70,2.29,5.74
6.1345,-6.390,0.0,-8.59,3.91,-2.15,9.01,10.97,9.43,71.79,69.72,69.72,2.64,6.07
6.1360,-6.351,0.0,-9.45,4.19,-2.26,9.87,12.45,10.34,71.87,69.83,69.83,3.24,6.64
6.1375,-6.311,0.0,-8.68,3.93,-2.14,9.10,11.11,9.53,71.92,69.84,69.84,2.69,6.09
6.1390,-6.271,0.0,-8.09,3.76,-2.07,8.51,10.16,8.91,72.03,69.93,69.93,2.37,5.73
6.1405,-6.233,0.0,-8.94,4.01,-2.15,9.37,11.51,9.80,72.14,70.08,70.08,2.82,6.18
6.1420,-6.191,0.0,-7.54,3.59,-1.99,7.98,9.23,8.35,72.21,70.10,70.10,2.05,5.35
6.1435,-6.153,0.0,-7.79,3.69,-2.01,8.23,9.65,8.60,72.32,70.20,70.20,2.20,5.51
6.1450,-6.115,0.0,-8.47,3.90,-2.08,8.92,10.75,9.31,72.35,70.26,70.26,2.55,5.87
6.1465,-6.075,0.0,-7.97,3.76,-2.01,8.44,9.72,8.78,72.63,70.49,70.49,2.07,5.36
6.1480,-6.035,0.0,-8.12,3.81,-2.02,8.58,10.16,8.95,72.48,70.37,70.37,2.35,5.64
6.1495,-5.997,0.0,-8.92,3.99,-2.10,9.36,11.36,9.77,72.61,70.53,70.53,2.70,5.99
6.1510,-5.957,0.0,-7.85,3.67,-1.98,8.30,9.57,8.67,72.77,70.64,70.64,2.05,5.31
6.1525,-5.918,0.0,-7.96,3.71,-1.98,8.41,9.78,8.78,72.82,70.69,70.69,2.15,5.41
6.1540,-5.880,0.0,-8.01,3.72,-1.98,8.46,9.90,8.83,72.85,70.73,70.73,2.21,5.47
6.1555,-5.842,0.0,-8.65,3.91,-2.04,9.11,10.90,9.50,72.92,70.82,70.82,2.52,5.80
6.1570,-5.804,0.0,-8.75,3.95,-2.05,9.20,11.19,9.60,72.83,70.75,70.75,2.71,5.98
6.1585,-5.768,0.0,-7.71,3.64,-1.93,8.16,9.42,8.52,73.09,70.95,70.95,2.07,5.31
6.1600,-5.733,0.0,-7.61,3.61,-1.92,8.06,9.30,8.42,73.13,71.00,71.00,2.07,5.29
6.1615,-5.699,0.0,-8.44,3.86,-1.99,8.89,10.65,9.28,73.15,71.04,71.04,2.50,5.77
6.1630,-5.666,0.0,-7.63,3.62,-1.91,8.09,9.30,8.44,73.33,71.19,71.19,2.04,5.27
6.1645,-5.634,0.0,-7.75,3.65,-1.91,8.21,9.41,8.57,73.47,71.33,71.33,2.03,5.26
6.1660,-5.601,0.0,-6.79,3.36,-1.81,7.25,7.88,7.57,73.59,71.45,71.45,1.68,4.74
6.1675,-5.571,0.0,-8.35,3.84,-1.96,8.81,10.52,9.19,73.44,71.32,71.32,2.46,5.74
6.1690,-5.541,0.0,-8.18,3.78,-1.93,8.65,10.13,9.01,73.63,71.49,71.49,2.27,5.54
6.1705,-5.511,0.0,-7.82,3.68,-1.90,8.29,9.61,8.64,73.67,71.52,71.52,2.15,5.40
6.1720,-5.483,0.0,-8.88,4.00,-1.99,9.34,11.40,9.73,73.61,71.51,71.51,2.80,6.09
6.1735,-5.456,0.0,-7.90,3.70,-1.89,8.37,9.65,8.72,73.92,71.77,71.77,2.11,5.38
6.1750,-5.428,0.0,-8.05,3.75,-1.90,8.53,9.90,8.88,73.97,71.82,71.82,2.18,5.46
6.1765,-5.400,0.0,-9.14,4.07,-1.99,9.61,11.72,10.00,73.85,71.76,71.76,2.85,6.15
6.1780,-5.373,0.0,-7.84,3.68,-1.86,8.33,9.47,8.66,74.20,72.04,72.04,2.00,5.27
6.1795,-5.344,0.0,-6.50,3.28,-1.74,6.98,7.36,7.27,74.32,72.17,72.17,1.61,4.62
6.1810,-5.319,0.0,-7.25,3.52,-1.82,7.72,8.77,8.06,74.19,72.03,72.03,1.98,5.22
6.1825,-5.296,0.0,-8.89,4.01,-1.95,9.36,11.49,9.76,74.11,72.01,72.01,2.89,6.21
6.1840,-5.274,0.0,-7.29,3.53,-1.81,7.77,8.75,8.10,74.48,72.31,72.31,1.92,5.17
6.1855,-5.251,0.0,-6.12,3.18,-1.70,6.60,6.90,6.90,74.61,72.48,72.48,1.62,4.59
6.1870,-5.231,0.0,-6.73,3.38,-1.76,7.21,7.90,7.53,74.65,72.49,72.49,1.77,4.94
6.1885,-5.212,0.0,-9.01,4.05,-1.93,9.49,11.68,9.88,74.43,72.32,72.32,2.95,6.31
6.1900,-5.192,0.0,-8.20,3.81,-1.86,8.68,10.30,9.04,74.59,72.44,72.44,2.44,5.80
6.1915,-5.174,0.0,-7.95,3.74,-1.83,8.44,9.83,8.78,74.77,72.60,72.60,2.24,5.60
6.1930,-5.155,0.0,-8.44,3.89,-1.87,8.93,10.77,9.29,74.63,72.50,72.50,2.64,6.03
6.1945,-5.138,0.0,-9.24,4.11,-1.92,9.73,11.92,10.11,74.78,72.67,72.67,2.96,6.34
6.1960,-5.119,0.0,-8.38,3.86,-1.85,8.87,10.53,9.22,74.89,72.74,72.74,2.48,5.88
6.1975,-5.101,0.0,-8.31,3.85,-1.84,8.81,10.44,9.16,74.99,72.82,72.82,2.46,5.87
6.1990,-5.083,0.0,-9.09,4.07,-1.89,9.57,11.76,9.95,74.89,72.77,72.77,2.97,6.39
6.2005,-5.066,0.0,-7.64,3.66,-1.79,8.13,9.50,8.47,75.05,72.88,72.88,2.27,5.67
6.2020,-5.050,0.0,-8.86,4.01,-1.86,9.36,11.29,9.72,75.24,73.09,73.09,2.73,6.17
6.2035,-5.032,0.0,-10.30,4.45,-1.98,10.80,13.74,11.22,75.05,73.00,73.00,3.71,7.12
6.2050,-5.012,0.0,-7.84,3.71,-1.77,8.35,9.60,8.67,75.44,73.25,73.25,2.15,5.59
6.2065,-4.993,0.0,-6.95,3.46,-1.72,7.45,8.26,7.76,75.55,73.36,73.36,1.87,5.21
6.2080,-4.976,0.0,-8.05,3.78,-1.79,8.55,10.15,8.89,75.42,73.25,73.25,2.46,5.94
6.2095,-4.960,0.0,-9.63,4.27,-1.91,10.12,12.84,10.53,75.28,73.19,73.19,3.51,6.96
6.2110,-4.943,0.0,-7.54,3.63,-1.74,8.04,9.23,8.37,75.73,73.53,73.53,2.13,5.58
6.2125,-4.925,0.0,-7.67,3.67,-1.74,8.17,9.36,8.49,75.86,73.66,73.66,2.12,5.59
6.2140,-4.907,0.0,-9.37,4.18,-1.86,9.87,12.30,10.25,75.54,73.42,73.42,3.23,6.72
6.2155,-4.889,0.0,-7.42,3.61,-1.72,7.92,9.17,8.25,75.79,73.61,73.61,2.20,5.68
6.2170,-4.873,0.0,-7.98,3.77,-1.76,8.47,10.13,8.82,75.81,73.64,73.64,2.54,6.07
6.2185,-4.858,0.0,-7.70,3.69,-1.73,8.20,9.53,8.53,76.11,73.91,73.91,2.25,5.77
6.2200,-4.841,0.0,-7.08,3.52,-1.70,7.58,8.73,7.90,75.99,73.81,73.81,2.16,5.65
6.2215,-4.828,0.0,-7.54,3.65,-1.72,8.03,9.47,8.37,76.11,73.92,73.92,2.37,5.91
6.2230,-4.815,0.0,-7.99,3.78,-1.74,8.49,10.18,8.83,76.10,73.92,73.92,2.59,6.15
6.2245,-4.802,0.0,-7.57,3.66,-1.71,8.08,9.38,8.41,76.35,74.15,74.15,2.25,5.80
6.2260,-4.787,0.0,-8.39,3.90,-1.75,8.90,10.70,9.25,76.30,74.11,74.11,2.66,6.26
6.2275,-4.772,0.0,-7.31,3.59,-1.69,7.82,9.05,8.14,76.38,74.18,74.18,2.22,5.78
6.2290,-4.759,0.0,-9.20,4.13,-1.78,9.71,12.03,10.08,76.35,74.20,74.20,3.16,6.75
6.2305,-4.744,0.0,-7.21,3.56,-1.67,7.71,8.95,8.04,76.49,74.29,74.29,2.24,5.80
6.2320,-4.731,0.0,-9.27,4.17,-1.79,9.77,12.37,10.16,76.29,74.17,74.17,3.44,7.02
6.2335,-4.718,0.0,-6.22,3.26,-1.60,6.74,7.10,7.02,77.05,74.86,74.86,1.73,5.04
6.2350,-4.702,0.0,-7.34,3.61,-1.67,7.85,9.19,8.17,76.64,74.44,74.44,2.33,5.94
6.2365,-4.690,0.0,-8.48,3.93,-1.72,9.00,10.99,9.35,76.69,74.51,74.51,2.87,6.52
6.2380,-4.675,0.0,-7.09,3.53,-1.64,7.61,8.70,7.92,76.94,74.73,74.73,2.14,5.73
6.2395,-4.661,0.0,-7.82,3.75,-1.68,8.34,9.93,8.67,76.86,74.66,74.66,2.52,6.18
6.2410,-4.647,0.0,-7.33,3.60,-1.65,7.85,9.07,8.16,77.08,74.86,74.86,2.24,5.87
6.2425,-4.633,0.0,-8.17,3.85,-1.69,8.68,10.63,9.03,76.82,74.64,74.64,2.85,6.52
6.2440,-4.622,0.0,-7.99,3.80,-1.67,8.51,10.32,8.85,76.98,74.79,74.79,2.73,6.41
6.2455,-4.610,0.0,-7.17,3.57,-1.63,7.68,8.96,8.00,77.16,74.95,74.95,2.30,5.95
6.2470,-4.598,0.0,-6.44,3.35,-1.59,6.95,7.73,7.25,77.38,75.18,75.18,1.98,5.51
6.2485,-4.586,0.0,-8.72,4.01,-1.69,9.24,11.40,9.60,77.16,74.98,74.98,3.04,6.73
6.2500,-4.573,0.0,-6.14,3.26,-1.56,6.66,7.19,6.94,77.58,75.39,75.39,1.86,5.31
6.2515,-4.561,0.0,-6.90,3.49,-1.60,7.42,8.47,7.73,77.53,75.31,75.31,2.14,5.77
6.2530,-4.548,0.0,-8.70,4.01,-1.67,9.23,11.44,9.58,77.29,75.10,75.10,3.10,6.80
6.2545,-4.536,0.0,-7.72,3.73,-1.62,8.25,9.75,8.56,77.57,75.34,75.34,2.48,6.18
6.2560,-4.523,0.0,-7.35,3.62,-1.60,7.87,9.21,8.19,77.59,75.37,75.37,2.36,6.05
6.2575,-4.510,0.0,-8.54,3.96,-1.64,9.08,10.95,9.41,77.74,75.52,75.52,2.77,6.50
6.2590,-4.495,0.0,-7.67,3.71,-1.60,8.21,9.67,8.52,77.71,75.48,75.48,2.45,6.16
