time_s,pitch_deg,height_mm,fax_fem_N,flat_fem_N,fax_tib_N,flat_tib_N,fax_cpl_N,fbear_A_N,fbear_C_N,fbear_E_N,fbear_F_N,fbear_W_N,grf_L_N
0.0160,-2.009,0.0,-6.59,3.27,0.96,7.13,8.37,7.33,90.39,88.21,88.21,2.62,5.18
0.0490,-1.965,0.0,-5.27,3.01,0.43,5.88,7.02,6.03,89.89,87.76,87.76,2.72,5.39
0.0655,-1.912,0.0,-5.72,3.09,0.60,6.30,7.64,6.47,89.71,87.60,87.60,2.84,5.52
0.0820,-1.858,0.0,-5.45,3.04,0.48,6.05,7.34,6.21,89.51,87.40,87.40,2.83,5.53
0.0985,-1.791,0.0,-5.27,3.00,0.40,5.88,7.14,6.03,89.29,87.19,87.19,2.82,5.52
0.1150,-1.721,0.0,-4.88,2.94,0.23,5.52,6.62,5.66,89.15,87.05,87.05,2.73,5.42
0.1315,-1.660,0.0,-5.44,3.04,0.43,6.04,7.30,6.20,89.01,86.90,86.90,2.80,5.48
0.1480,-1.593,0.0,-4.69,2.90,0.14,5.34,6.36,5.48,88.82,86.72,86.72,2.68,5.34
0.1645,-1.537,0.0,-6.53,3.23,0.80,7.05,8.68,7.25,88.69,86.60,86.60,3.00,5.64
0.1810,-1.470,0.0,-6.15,3.16,0.65,6.71,8.19,6.89,88.56,86.46,86.46,2.90,5.55
0.1975,-1.413,0.0,-6.75,3.27,0.85,7.27,8.89,7.48,88.40,86.30,86.30,2.95,5.59
0.2140,-1.343,0.0,-5.71,3.08,0.46,6.30,7.64,6.46,88.23,86.12,86.12,2.83,5.47
0.2305,-1.284,0.0,-5.65,3.07,0.42,6.24,7.55,6.40,88.13,86.02,86.02,2.81,5.45
0.2470,-1.223,0.0,-5.10,2.99,0.21,5.74,6.78,5.88,88.05,85.93,85.93,2.64,5.28
0.2635,-1.169,0.0,-5.83,3.11,0.47,6.41,7.78,6.58,87.83,85.72,85.72,2.83,5.48
0.2800,-1.123,0.0,-5.08,2.98,0.18,5.71,6.81,5.85,87.78,85.67,85.67,2.69,5.34
0.2965,-1.078,0.0,-6.33,3.20,0.62,6.89,8.43,7.07,87.57,85.48,85.48,2.94,5.58
0.3130,-1.038,0.0,-6.21,3.18,0.56,6.78,8.22,6.95,87.52,85.41,85.41,2.86,5.50
0.3295,-0.976,0.0,-5.62,3.07,0.35,6.22,7.56,6.38,87.33,85.23,85.23,2.83,5.48
0.3460,-0.925,0.0,-4.93,2.94,0.10,5.57,6.67,5.71,87.26,85.16,85.16,2.70,5.35
0.3625,-0.879,0.0,-5.73,3.09,0.37,6.33,7.65,6.48,87.21,85.10,85.10,2.80,5.45
0.3790,-0.824,0.0,-5.19,3.00,0.17,5.82,6.95,5.96,87.06,84.95,84.95,2.69,5.34
0.3955,-0.785,0.0,-6.28,3.19,0.54,6.84,8.39,7.01,86.96,84.87,84.87,2.95,5.59
0.4120,-0.735,0.0,-5.23,3.00,0.17,5.85,7.05,6.00,86.83,84.73,84.73,2.74,5.39
0.4285,-0.699,0.0,-5.28,3.01,0.18,5.90,7.09,6.05,86.74,84.64,84.64,2.73,5.38
0.4450,-0.662,0.0,-6.27,3.18,0.51,6.83,8.36,7.00,86.68,84.59,84.59,2.93,5.57
0.4615,-0.639,0.0,-5.49,3.04,0.24,6.09,7.41,6.24,86.56,84.47,84.47,2.82,5.47
0.4780,-0.602,0.0,-5.76,3.10,0.32,6.36,7.69,6.52,86.50,84.39,84.39,2.80,5.45
0.4945,-0.577,0.0,-6.19,3.18,0.45,6.77,8.20,6.93,86.45,84.35,84.35,2.84,5.49
0.5110,-0.540,0.0,-5.18,2.98,0.12,5.80,7.02,5.95,86.31,84.22,84.22,2.76,5.41
0.5275,-0.501,0.0,-5.46,3.04,0.20,6.07,7.35,6.22,86.27,84.18,84.18,2.79,5.44
0.5440,-0.460,0.0,-6.22,3.17,0.45,6.78,8.38,6.96,86.16,84.09,84.09,3.00,5.63
0.5605,-0.424,0.0,-5.58,3.05,0.23,6.17,7.55,6.33,86.01,83.93,83.93,2.86,5.50
0.5770,-0.410,0.0,-5.21,2.99,0.10,5.83,7.00,5.98,86.05,83.96,83.96,2.71,5.36
0.5935,-0.405,0.0,-6.30,3.19,0.45,6.87,8.42,7.04,85.99,83.91,83.91,2.94,5.58
0.6100,-0.362,0.0,-5.29,3.01,0.11,5.91,7.12,6.05,85.92,83.82,83.82,2.74,5.39
0.6265,-0.320,0.0,-5.86,3.12,0.30,6.45,7.87,6.61,85.83,83.74,83.74,2.86,5.51
0.6430,-0.292,0.0,-5.79,3.09,0.27,6.37,7.82,6.53,85.72,83.64,83.64,2.90,5.54
0.6595,-0.274,0.0,-5.87,3.12,0.28,6.47,7.82,6.62,85.76,83.66,83.66,2.80,5.45
0.6760,-0.249,0.0,-5.86,3.11,0.28,6.45,7.83,6.61,85.67,83.58,83.58,2.83,5.48
0.6925,-0.227,0.0,-4.42,2.85,-0.19,5.09,5.98,5.22,85.68,83.59,83.59,2.56,5.20
0.7090,-0.212,0.0,-5.65,3.07,0.20,6.25,7.60,6.41,85.58,83.49,83.49,2.82,5.47
0.7255,-0.190,0.0,-4.76,2.91,-0.09,5.41,6.47,5.55,85.54,83.46,83.46,2.67,5.32
0.7420,-0.182,0.0,-6.17,3.16,0.36,6.74,8.28,6.91,85.47,83.39,83.39,2.94,5.58
0.7585,-0.164,0.0,-5.92,3.12,0.28,6.50,7.96,6.66,85.42,83.34,83.34,2.89,5.53
0.7750,-0.134,0.0,-5.75,3.08,0.23,6.34,7.80,6.50,85.30,83.23,83.23,2.90,5.55
0.7915,-0.123,0.0,-6.33,3.19,0.41,6.88,8.55,7.06,85.26,83.21,83.21,3.04,5.67
0.8080,-0.103,0.0,-4.98,2.95,-0.03,5.62,6.75,5.76,85.31,83.22,83.22,2.70,5.35
0.8245,-0.094,0.0,-5.77,3.08,0.22,6.36,7.84,6.52,85.15,83.08,83.08,2.93,5.57
0.8410,-0.077,0.0,-5.47,3.03,0.12,6.08,7.43,6.23,85.17,83.10,83.10,2.83,5.48
0.8575,-0.063,0.0,-5.70,3.08,0.18,6.29,7.68,6.45,85.16,83.08,83.08,2.84,5.49
0.8740,-0.052,0.0,-5.58,3.06,0.14,6.18,7.50,6.33,85.16,83.08,83.08,2.79,5.44
0.8905,-0.053,0.0,-5.38,3.02,0.08,5.99,7.29,6.14,85.06,82.98,82.98,2.80,5.44
0.9070,-0.036,0.0,-5.90,3.11,0.24,6.49,7.95,6.65,85.06,82.98,82.98,2.89,5.53
0.9235,-0.022,0.0,-5.74,3.09,0.18,6.34,7.72,6.49,85.01,82.93,82.93,2.83,5.48
0.9400,-0.002,0.0,-4.48,2.85,-0.21,5.14,6.14,5.28,84.97,82.89,82.89,2.63,5.28
0.9565,0.006,0.0,-5.33,3.00,0.06,5.94,7.32,6.09,84.84,82.78,82.78,2.88,5.52
0.9730,0.011,0.0,-6.24,3.18,0.33,6.82,8.36,6.98,84.92,82.84,82.84,2.93,5.57
0.9895,0.027,0.0,-5.23,2.98,0.02,5.84,7.13,5.99,84.84,82.77,82.77,2.80,5.45
1.0060,0.032,0.0,-5.34,3.00,0.05,5.95,7.28,6.10,84.82,82.75,82.75,2.83,5.48
1.0225,0.045,0.0,-5.34,3.01,0.05,5.96,7.23,6.11,84.85,82.77,82.77,2.77,5.42
1.0390,0.039,0.0,-4.49,2.85,-0.22,5.14,6.17,5.29,84.81,82.74,82.74,2.65,5.30
1.0555,0.043,0.0,-5.87,3.10,0.21,6.46,7.94,6.62,84.73,82.66,82.66,2.91,5.55
1.0720,0.050,0.0,-5.35,3.01,0.04,5.97,7.24,6.12,84.74,82.66,82.66,2.77,5.42
1.0885,0.060,0.0,-5.72,3.08,0.16,6.31,7.74,6.47,84.71,82.64,82.64,2.87,5.52
1.1050,0.074,0.0,-6.15,3.16,0.29,6.72,8.30,6.89,84.64,82.58,82.58,2.97,5.60
1.1380,0.074,0.0,-5.96,3.12,0.22,6.54,8.05,6.70,84.63,82.57,82.57,2.92,5.57
1.1545,0.078,0.0,-6.19,3.18,0.29,6.77,8.26,6.93,84.64,82.56,82.56,2.88,5.52
1.1710,0.081,0.0,-4.97,2.94,-0.09,5.61,6.70,5.75,84.63,82.54,82.54,2.65,5.30
1.1875,0.081,0.0,-6.21,3.17,0.29,6.78,8.34,6.95,84.55,82.48,82.48,2.94,5.58
1.2040,0.089,0.0,-5.72,3.09,0.13,6.32,7.65,6.47,84.60,82.51,82.51,2.78,5.43
1.2205,0.103,0.0,-5.69,3.07,0.13,6.28,7.72,6.44,84.51,82.44,82.44,2.88,5.53
1.2370,0.106,0.0,-5.77,3.09,0.15,6.37,7.75,6.52,84.55,82.47,82.47,2.82,5.47
1.2535,0.117,0.0,-5.92,3.12,0.20,6.51,7.98,6.67,84.50,82.43,82.43,2.89,5.53
1.2700,0.121,0.0,-6.61,3.25,0.41,7.17,8.85,7.35,84.43,82.37,82.37,3.01,5.64
1.2865,0.122,0.0,-5.70,3.08,0.12,6.31,7.65,6.46,84.49,82.40,82.40,2.79,5.44
1.3030,0.135,0.0,-4.92,2.92,-0.11,5.54,6.74,5.69,84.40,82.34,82.34,2.75,5.40
1.3195,0.140,0.0,-5.19,2.98,-0.03,5.81,7.04,5.96,84.45,82.37,82.37,2.74,5.39
1.3360,0.144,0.0,-4.52,2.85,-0.23,5.17,6.21,5.32,84.41,82.34,82.34,2.66,5.30
1.3525,0.147,0.0,-5.04,2.95,-0.08,5.66,6.89,5.81,84.38,82.31,82.31,2.76,5.41
1.3690,0.153,0.0,-4.59,2.86,-0.21,5.23,6.30,5.38,84.40,82.34,82.34,2.67,5.32
1.3855,0.145,0.0,-5.70,3.08,0.11,6.31,7.64,6.46,84.43,82.34,82.34,2.78,5.43
1.4020,0.154,0.0,-5.78,3.09,0.14,6.37,7.80,6.53,84.37,82.30,82.30,2.86,5.51
1.4185,0.168,0.0,-5.70,3.07,0.12,6.29,7.71,6.45,84.33,82.26,82.26,2.85,5.50
1.4350,0.159,0.0,-5.59,3.05,0.09,6.19,7.58,6.34,84.33,82.26,82.26,2.85,5.49
1.4515,0.168,0.0,-4.97,2.94,-0.10,5.60,6.80,5.75,84.32,82.25,82.25,2.74,5.39
1.4680,0.169,0.0,-4.63,2.87,-0.21,5.28,6.34,5.42,84.36,82.29,82.29,2.66,5.31
1.4845,0.161,0.0,-4.99,2.94,-0.10,5.62,6.79,5.77,84.32,82.25,82.25,2.71,5.36
1.5010,0.169,0.0,-5.19,2.98,-0.04,5.81,7.06,5.96,84.32,82.24,82.24,2.76,5.41
1.5175,0.171,0.0,-5.26,2.99,-0.02,5.87,7.18,6.02,84.27,82.20,82.20,2.81,5.46
1.5340,0.154,0.0,-5.69,3.08,0.10,6.29,7.65,6.44,84.31,82.23,82.23,2.81,5.46
1.5505,0.161,0.0,-4.40,2.83,-0.28,5.06,6.05,5.21,84.30,82.24,82.24,2.62,5.27
1.5670,0.164,0.0,-5.50,3.04,0.05,6.11,7.43,6.26,84.27,82.19,82.19,2.80,5.45
1.5835,0.172,0.0,-6.41,3.20,0.33,6.97,8.68,7.14,84.19,82.15,82.15,3.06,5.69
1.6000,0.176,0.0,-5.82,3.10,0.15,6.41,7.87,6.57,84.23,82.16,82.16,2.88,5.52
1.6165,0.189,0.0,-4.70,2.89,-0.20,5.34,6.37,5.49,84.25,82.17,82.17,2.62,5.27
1.6330,0.179,0.0,-5.76,3.09,0.12,6.36,7.77,6.52,84.23,82.16,82.16,2.85,5.49
1.6660,0.181,0.0,-5.77,3.08,0.13,6.36,7.83,6.52,84.20,82.14,82.14,2.90,5.54
1.6825,0.183,0.0,-5.07,2.95,-0.08,5.69,6.92,5.84,84.17,82.10,82.10,2.76,5.41
1.7155,0.173,0.0,-5.32,3.00,-0.00,5.93,7.31,6.08,84.18,82.13,82.13,2.86,5.51
1.7320,0.173,0.0,-5.60,3.05,0.08,6.20,7.64,6.35,84.11,82.05,82.05,2.89,5.54
1.7485,0.155,0.0,-5.14,2.97,-0.07,5.76,6.97,5.91,84.19,82.11,82.11,2.72,5.37
1.7650,0.164,0.0,-4.50,2.85,-0.26,5.15,6.17,5.30,84.21,82.14,82.14,2.63,5.28
1.7815,0.158,0.0,-4.47,2.84,-0.27,5.13,6.13,5.27,84.18,82.12,82.12,2.62,5.26
1.7980,0.155,0.0,-5.34,3.00,-0.01,5.95,7.26,6.10,84.13,82.06,82.06,2.80,5.45
1.8145,0.156,0.0,-5.78,3.09,0.12,6.37,7.80,6.53,84.15,82.08,82.08,2.86,5.50
1.8310,0.160,0.0,-4.98,2.93,-0.11,5.60,6.84,5.75,84.10,82.04,82.04,2.77,5.42
1.8475,0.159,0.0,-5.36,3.01,-0.00,5.97,7.29,6.13,84.15,82.08,82.08,2.80,5.45
1.8640,0.147,0.0,-6.37,3.20,0.30,6.94,8.56,7.11,84.13,82.07,82.07,2.97,5.61
1.8805,0.158,0.0,-5.43,3.02,0.02,6.03,7.40,6.19,84.07,82.00,82.00,2.84,5.48
1.8970,0.148,0.0,-5.92,3.11,0.17,6.50,8.01,6.67,84.11,82.05,82.05,2.91,5.56
1.9135,0.160,0.0,-5.67,3.07,0.09,6.26,7.66,6.42,84.11,82.03,82.03,2.84,5.48
1.9300,0.158,0.0,-5.72,3.07,0.11,6.31,7.80,6.47,84.07,82.01,82.01,2.92,5.57
1.9465,0.163,0.0,-6.06,3.14,0.21,6.65,8.16,6.81,84.08,82.01,82.01,2.91,5.55
1.9630,0.165,0.0,-4.70,2.89,-0.21,5.35,6.39,5.49,84.15,82.08,82.08,2.63,5.27
1.9795,0.163,0.0,-5.58,3.06,0.06,6.19,7.49,6.34,84.12,82.04,82.04,2.76,5.41
1.9960,0.164,0.0,-4.78,2.90,-0.18,5.42,6.53,5.57,84.11,82.04,82.04,2.67,5.32
2.0125,0.171,0.0,-6.25,3.18,0.26,6.82,8.40,6.99,84.08,82.02,82.02,2.95,5.59
2.0290,0.168,0.0,-5.12,2.97,-0.08,5.74,6.92,5.89,84.09,82.01,82.01,2.70,5.35
2.0455,0.177,0.0,-5.29,2.99,-0.02,5.90,7.23,6.06,84.07,82.01,82.01,2.82,5.47
2.0620,0.164,0.0,-4.55,2.86,-0.25,5.20,6.21,5.34,84.13,82.05,82.05,2.62,5.26
2.0785,0.153,0.0,-5.36,3.01,-0.01,5.98,7.25,6.13,84.13,82.06,82.06,2.75,5.40
2.0950,0.147,0.0,-5.93,3.12,0.17,6.52,8.04,6.68,84.06,82.00,82.00,2.93,5.57
2.1115,0.157,0.0,-5.36,3.01,-0.01,5.97,7.24,6.12,84.10,82.02,82.02,2.75,5.40
2.1280,0.152,0.0,-5.68,3.07,0.09,6.28,7.68,6.44,84.06,81.99,81.99,2.84,5.49
2.1445,0.145,0.0,-5.48,3.03,0.03,6.09,7.42,6.24,84.06,81.99,81.99,2.80,5.45
2.1610,0.147,0.0,-5.82,3.10,0.13,6.40,7.93,6.56,84.05,81.99,81.99,2.94,5.58
2.1775,0.143,0.0,-6.48,3.22,0.32,7.04,8.69,7.22,84.07,82.01,82.01,2.99,5.62
2.1940,0.151,0.0,-5.16,2.98,-0.07,5.78,7.00,5.93,84.07,81.99,81.99,2.73,5.38
2.2105,0.156,0.0,-4.79,2.90,-0.18,5.42,6.59,5.57,84.05,81.99,81.99,2.74,5.38
2.2270,0.153,0.0,-5.53,3.04,0.04,6.13,7.49,6.29,84.06,81.99,81.99,2.81,5.46
2.2435,0.168,0.0,-5.42,3.02,0.01,6.03,7.36,6.19,84.06,81.99,81.99,2.80,5.45
2.2600,0.160,0.0,-6.11,3.15,0.21,6.69,8.22,6.85,84.03,81.96,81.96,2.91,5.55
2.2765,0.158,0.0,-5.21,2.98,-0.06,5.82,7.09,5.97,84.07,82.00,82.00,2.77,5.42
2.2930,0.152,0.0,-5.31,3.00,-0.03,5.92,7.19,6.07,84.05,81.98,81.98,2.76,5.41
2.3095,0.144,0.0,-5.12,2.96,-0.08,5.73,7.02,5.89,84.00,81.94,81.94,2.80,5.45
2.3260,0.137,0.0,-4.94,2.93,-0.13,5.56,6.76,5.71,84.01,81.95,81.95,2.74,5.39
2.3425,0.141,0.0,-4.38,2.83,-0.31,5.03,6.00,5.18,84.09,82.02,82.02,2.60,5.24
2.3590,0.154,0.0,-4.16,2.78,-0.37,4.82,5.75,4.97,84.04,81.98,81.98,2.59,5.23
2.3755,0.152,0.0,-6.11,3.15,0.22,6.69,8.29,6.85,84.00,81.94,81.94,2.99,5.62
2.3920,0.145,0.0,-5.10,2.96,-0.09,5.73,6.90,5.87,84.04,81.97,81.97,2.70,5.35
2.4085,0.149,0.0,-4.62,2.86,-0.23,5.26,6.38,5.41,84.00,81.94,81.94,2.70,5.35
2.4250,0.155,0.0,-5.59,3.06,0.06,6.20,7.55,6.35,84.05,81.97,81.97,2.81,5.45
2.4415,0.152,0.0,-6.05,3.14,0.20,6.63,8.18,6.79,84.01,81.95,81.95,2.94,5.58
2.4580,0.165,0.0,-5.04,2.95,-0.11,5.66,6.90,5.81,84.01,81.95,81.95,2.77,5.42
2.4745,0.164,0.0,-5.95,3.12,0.17,6.53,8.07,6.70,84.00,81.94,81.94,2.94,5.58
2.4910,0.154,0.0,-5.51,3.04,0.03,6.12,7.44,6.27,84.06,81.98,81.98,2.79,5.43
2.5075,0.160,0.0,-5.17,2.98,-0.07,5.79,7.03,5.94,84.05,81.98,81.98,2.75,5.39
2.5240,0.141,0.0,-5.72,3.08,0.10,6.31,7.74,6.47,83.99,81.92,81.92,2.86,5.51
2.5405,0.126,0.0,-5.82,3.10,0.12,6.41,7.86,6.57,84.00,81.93,81.93,2.87,5.52
2.5570,0.127,0.0,-5.12,2.96,-0.09,5.74,6.97,5.89,84.02,81.95,81.95,2.75,5.39
2.5735,0.127,0.0,-6.19,3.17,0.23,6.76,8.33,6.93,84.00,81.93,81.93,2.94,5.58
2.5900,0.136,0.0,-4.52,2.86,-0.27,5.17,6.16,5.32,84.04,81.97,81.97,2.60,5.25
2.6065,0.130,0.0,-5.43,3.02,0.02,6.03,7.44,6.19,83.93,81.87,81.87,2.87,5.52
2.6230,0.127,0.0,-5.80,3.09,0.12,6.39,7.85,6.55,84.00,81.93,81.93,2.88,5.52
2.6395,0.128,0.0,-5.72,3.08,0.10,6.32,7.78,6.48,83.98,81.92,81.92,2.89,5.54
2.6560,0.117,0.0,-5.97,3.13,0.16,6.56,7.99,6.72,84.01,81.93,81.93,2.83,5.48
2.6725,0.132,0.0,-5.36,3.01,-0.01,5.97,7.28,6.12,84.02,81.95,81.95,2.79,5.44
2.6890,0.138,0.0,-5.19,2.98,-0.06,5.81,7.09,5.96,83.98,81.92,81.92,2.79,5.44
2.7055,0.143,0.0,-5.67,3.07,0.08,6.27,7.66,6.42,84.00,81.93,81.93,2.84,5.48
2.7220,0.137,0.0,-6.08,3.14,0.20,6.65,8.23,6.82,83.97,81.91,81.91,2.96,5.60
2.7385,0.129,0.0,-6.07,3.14,0.20,6.65,8.18,6.81,83.99,81.93,81.93,2.92,5.56
2.7550,0.124,0.0,-6.56,3.24,0.34,7.12,8.76,7.29,84.00,81.94,81.94,2.97,5.61
2.7715,0.119,0.0,-4.65,2.88,-0.23,5.29,6.36,5.44,84.03,81.96,81.96,2.66,5.30
2.7880,0.119,0.0,-5.07,2.95,-0.10,5.69,6.90,5.84,84.00,81.93,81.93,2.73,5.38
2.8045,0.111,0.0,-5.72,3.07,0.10,6.31,7.78,6.47,83.97,81.91,81.91,2.90,5.55
2.8210,0.121,0.0,-5.38,3.01,-0.01,5.99,7.31,6.14,83.99,81.93,81.93,2.80,5.45
2.8375,0.133,0.0,-4.95,2.93,-0.13,5.57,6.80,5.72,84.00,81.94,81.94,2.76,5.41
2.8540,0.132,0.0,-5.81,3.10,0.12,6.40,7.83,6.56,83.98,81.91,81.91,2.86,5.50
2.8705,0.122,0.0,-4.99,2.94,-0.13,5.62,6.79,5.77,84.03,81.95,81.95,2.70,5.35
2.8870,0.139,0.0,-5.43,3.02,0.01,6.03,7.40,6.19,83.96,81.90,81.90,2.84,5.49
2.9035,0.123,0.0,-5.96,3.12,0.16,6.54,8.03,6.70,84.03,81.96,81.96,2.89,5.53
2.9200,0.137,0.0,-6.43,3.20,0.31,6.99,8.72,7.16,83.93,81.89,81.89,3.08,5.71
2.9365,0.135,0.0,-5.87,3.11,0.14,6.46,7.93,6.62,83.96,81.90,81.90,2.88,5.53
2.9530,0.133,0.0,-5.60,3.05,0.06,6.20,7.62,6.36,83.96,81.89,81.89,2.86,5.51
2.9695,0.132,0.0,-5.48,3.03,0.02,6.09,7.41,6.24,83.99,81.92,81.92,2.79,5.44
2.9860,0.130,0.0,-5.52,3.04,0.03,6.13,7.48,6.28,83.98,81.91,81.91,2.81,5.46
3.0025,0.127,0.0,-5.40,3.02,-0.00,6.01,7.32,6.16,84.00,81.92,81.92,2.78,5.43
3.0190,0.123,0.0,-5.98,3.13,0.17,6.57,8.07,6.73,83.97,81.90,81.90,2.90,5.54
3.0355,0.125,0.0,-5.65,3.06,0.08,6.24,7.71,6.40,83.95,81.90,81.90,2.90,5.55
3.0520,0.127,0.0,-4.50,2.85,-0.27,5.15,6.15,5.30,84.03,81.96,81.96,2.61,5.25
3.0685,0.115,0.0,-5.41,3.02,0.00,6.02,7.36,6.17,83.99,81.92,81.92,2.82,5.46
3.0850,0.111,0.0,-5.88,3.11,0.13,6.47,7.88,6.63,84.00,81.93,81.93,2.82,5.47
3.1015,0.130,0.0,-5.14,2.96,-0.08,5.76,7.05,5.91,83.96,81.90,81.90,2.80,5.45
3.1180,0.131,0.0,-5.00,2.95,-0.13,5.63,6.77,5.77,84.02,81.94,81.94,2.68,5.33
3.1345,0.134,0.0,-5.29,3.00,-0.04,5.90,7.20,6.06,83.97,81.90,81.90,2.78,5.43
3.1510,0.142,0.0,-5.13,2.97,-0.09,5.75,6.97,5.90,84.00,81.92,81.92,2.74,5.39
3.1675,0.132,0.0,-5.04,2.95,-0.12,5.67,6.81,5.82,84.03,81.95,81.95,2.67,5.32
3.1840,0.139,0.0,-5.69,3.07,0.09,6.28,7.76,6.44,83.93,81.87,81.87,2.91,5.56
3.2005,0.144,0.0,-6.10,3.14,0.21,6.67,8.30,6.84,83.91,81.87,81.87,3.01,5.65
3.2170,0.138,0.0,-5.23,2.98,-0.05,5.85,7.13,6.00,84.00,81.93,81.93,2.78,5.43
3.2335,0.126,0.0,-5.54,3.04,0.04,6.14,7.50,6.30,83.98,81.91,81.91,2.82,5.47
3.2500,0.125,0.0,-5.34,3.00,-0.02,5.95,7.30,6.11,83.95,81.88,81.88,2.82,5.47
3.2665,0.118,0.0,-5.58,3.06,0.05,6.19,7.52,6.34,83.98,81.91,81.91,2.78,5.43
3.2830,0.132,0.0,-5.67,3.07,0.08,6.27,7.71,6.43,83.97,81.91,81.91,2.88,5.52
3.2995,0.129,0.0,-5.74,3.08,0.10,6.33,7.82,6.49,83.91,81.85,81.85,2.92,5.56
3.3160,0.120,0.0,-5.29,3.00,-0.04,5.90,7.19,6.06,83.98,81.91,81.91,2.77,5.42
3.3325,0.119,0.0,-5.25,2.99,-0.05,5.86,7.13,6.01,84.01,81.94,81.94,2.76,5.41
3.3490,0.120,0.0,-5.12,2.96,-0.09,5.75,6.98,5.90,83.97,81.90,81.90,2.75,5.40
3.3655,0.129,0.0,-5.06,2.95,-0.10,5.68,6.92,5.83,83.96,81.90,81.90,2.77,5.42
3.3820,0.114,0.0,-5.39,3.02,-0.01,6.00,7.29,6.15,83.98,81.91,81.91,2.77,5.42
3.3985,0.118,0.0,-5.36,3.01,-0.01,5.97,7.32,6.12,83.98,81.92,81.92,2.83,5.48
3.4150,0.127,0.0,-4.69,2.88,-0.21,5.33,6.46,5.48,83.97,81.91,81.91,2.71,5.35
3.4315,0.123,0.0,-5.95,3.12,0.16,6.53,8.09,6.69,83.99,81.93,81.93,2.96,5.60
3.4480,0.125,0.0,-5.42,3.02,0.00,6.03,7.35,6.18,83.97,81.90,81.90,2.79,5.44
3.4645,0.128,0.0,-5.60,3.05,0.06,6.20,7.60,6.36,84.00,81.94,81.94,2.85,5.49
3.4810,0.134,0.0,-5.15,2.97,-0.08,5.77,7.00,5.92,83.99,81.92,81.92,2.74,5.39
3.4975,0.132,0.0,-5.77,3.09,0.10,6.37,7.77,6.52,83.97,81.90,81.90,2.83,5.48
3.5140,0.132,0.0,-5.65,3.06,0.07,6.24,7.65,6.40,83.96,81.89,81.89,2.85,5.49
3.5305,0.134,0.0,-5.81,3.09,0.12,6.40,7.91,6.56,83.93,81.87,81.87,2.93,5.57
3.5470,0.130,0.0,-6.33,3.19,0.28,6.90,8.58,7.07,83.96,81.92,81.92,3.04,5.67
3.5635,0.117,0.0,-5.15,2.97,-0.08,5.78,6.98,5.92,84.01,81.94,81.94,2.72,5.37
3.5800,0.129,0.0,-5.40,3.02,-0.00,6.01,7.37,6.16,83.98,81.92,81.92,2.83,5.48
3.5965,0.127,0.0,-5.39,3.01,-0.00,6.00,7.36,6.15,83.92,81.86,81.86,2.84,5.48
3.6130,0.124,0.0,-5.66,3.07,0.07,6.26,7.66,6.42,84.00,81.93,81.93,2.84,5.49
3.6295,0.117,0.0,-5.03,2.94,-0.11,5.65,6.87,5.80,83.98,81.91,81.91,2.75,5.40
3.6460,0.104,0.0,-5.05,2.96,-0.11,5.68,6.81,5.83,84.04,81.95,81.95,2.66,5.31
3.6625,0.117,0.0,-5.81,3.09,0.12,6.39,7.88,6.56,83.93,81.87,81.87,2.91,5.55
3.6790,0.116,0.0,-5.79,3.08,0.12,6.37,7.89,6.53,83.92,81.86,81.86,2.94,5.58
3.6955,0.113,0.0,-5.91,3.11,0.15,6.49,8.03,6.65,83.93,81.87,81.87,2.95,5.59
3.7120,0.112,0.0,-5.17,2.97,-0.07,5.79,7.03,5.94,84.00,81.92,81.92,2.75,5.40
3.7285,0.120,0.0,-4.52,2.85,-0.27,5.17,6.18,5.32,84.00,81.93,81.93,2.61,5.26
3.7450,0.116,0.0,-6.00,3.13,0.18,6.57,8.14,6.74,83.94,81.88,81.88,2.96,5.60
3.7615,0.125,0.0,-5.10,2.96,-0.09,5.71,6.99,5.87,83.94,81.88,81.88,2.79,5.44
3.7780,0.135,0.0,-5.10,2.95,-0.09,5.71,7.01,5.87,83.96,81.90,81.90,2.81,5.46
3.7945,0.120,0.0,-5.88,3.11,0.14,6.47,7.92,6.63,84.01,81.93,81.93,2.86,5.51
3.8110,0.119,0.0,-5.49,3.03,0.02,6.10,7.44,6.25,83.96,81.89,81.89,2.80,5.45
3.8275,0.125,0.0,-5.01,2.94,-0.11,5.63,6.90,5.78,83.92,81.87,81.87,2.80,5.45
3.8440,0.133,0.0,-4.00,2.74,-0.41,4.66,5.65,4.82,83.92,81.88,81.88,2.66,5.30
3.8605,0.124,0.0,-5.48,3.03,0.02,6.08,7.45,6.24,83.94,81.88,81.88,2.83,5.48
3.8770,0.127,0.0,-5.38,3.02,-0.02,6.00,7.23,6.15,84.01,81.93,81.93,2.72,5.37
3.8935,0.126,0.0,-5.42,3.03,-0.00,6.03,7.31,6.18,84.01,81.93,81.93,2.76,5.41
3.9100,0.138,0.0,-5.72,3.08,0.09,6.32,7.74,6.48,83.97,81.91,81.91,2.86,5.50
3.9265,0.155,0.0,-5.49,3.04,0.02,6.10,7.41,6.25,84.00,81.92,81.92,2.78,5.43
3.9430,0.157,0.0,-5.33,3.00,-0.02,5.94,7.27,6.10,84.01,81.94,81.94,2.81,5.46
3.9595,0.154,0.0,-5.67,3.06,0.09,6.25,7.77,6.42,83.88,81.83,81.83,2.95,5.59
3.9760,0.146,0.0,-4.96,2.93,-0.13,5.59,6.77,5.74,83.96,81.89,81.89,2.72,5.37
