time_s,pitch_deg,height_mm,fax_fem_N,flat_fem_N,fax_tib_N,flat_tib_N,fax_cpl_N,fbear_A_N,fbear_C_N,fbear_E_N,fbear_F_N,fbear_W_N,grf_L_N
11.9620,0.142,0.0,-6.06,3.14,0.19,6.65,8.17,6.81,84.02,81.96,81.96,2.92,5.56
11.9785,0.149,0.0,-5.37,3.01,-0.01,5.97,7.34,6.13,83.96,81.90,81.90,2.84,5.49
11.9950,0.153,0.0,-4.87,2.91,-0.16,5.50,6.69,5.65,83.99,81.92,81.92,2.74,5.39
12.0115,0.137,0.0,-5.40,3.02,-0.01,6.01,7.28,6.16,83.98,81.91,81.91,2.75,5.40
12.0280,0.150,0.0,-4.73,2.89,-0.20,5.37,6.50,5.51,83.97,81.91,81.91,2.71,5.35
12.0445,0.135,0.0,-5.05,2.96,-0.12,5.69,6.79,5.83,84.06,81.97,81.97,2.64,5.29
12.0610,0.145,0.0,-5.31,3.00,-0.03,5.92,7.21,6.07,83.98,81.91,81.91,2.77,5.42
12.0775,0.139,0.0,-5.38,3.02,-0.01,6.00,7.26,6.15,84.00,81.92,81.92,2.74,5.39
12.0940,0.153,0.0,-5.38,3.01,-0.01,5.98,7.35,6.14,83.97,81.91,81.91,2.84,5.49
12.1105,0.152,0.0,-5.34,3.01,-0.02,5.96,7.27,6.11,83.98,81.91,81.91,2.80,5.45
12.1270,0.159,0.0,-4.62,2.86,-0.23,5.25,6.39,5.41,83.92,81.86,81.86,2.72,5.37
12.1435,0.146,0.0,-4.99,2.94,-0.12,5.62,6.85,5.77,83.95,81.89,81.89,2.76,5.41
12.1600,0.133,0.0,-5.79,3.09,0.11,6.39,7.80,6.55,83.97,81.89,81.89,2.84,5.49
12.1765,0.141,0.0,-5.85,3.11,0.13,6.44,7.88,6.60,84.01,81.93,81.93,2.85,5.50
12.1930,0.148,0.0,-5.64,3.06,0.07,6.23,7.66,6.39,83.95,81.88,81.88,2.87,5.52
12.2095,0.143,0.0,-6.17,3.16,0.22,6.74,8.30,6.91,83.98,81.91,81.91,2.93,5.57
12.2260,0.132,0.0,-5.56,3.05,0.04,6.16,7.53,6.32,83.99,81.92,81.92,2.82,5.47
12.2425,0.131,0.0,-4.62,2.87,-0.24,5.26,6.33,5.41,83.98,81.92,81.92,2.65,5.30
12.2590,0.133,0.0,-5.62,3.06,0.06,6.22,7.61,6.37,83.96,81.89,81.89,2.84,5.48
12.2755,0.142,0.0,-5.29,2.99,-0.03,5.90,7.21,6.06,83.93,81.87,81.87,2.80,5.45
12.2920,0.151,0.0,-4.49,2.85,-0.28,5.14,6.12,5.29,84.01,81.94,81.94,2.59,5.23
12.3085,0.158,0.0,-5.05,2.95,-0.11,5.68,6.87,5.83,84.00,81.92,81.92,2.72,5.37
12.3250,0.147,0.0,-5.38,3.01,-0.01,5.99,7.27,6.14,83.95,81.88,81.88,2.77,5.42
12.3415,0.153,0.0,-5.64,3.06,0.07,6.23,7.67,6.39,83.91,81.85,81.85,2.88,5.52
12.3580,0.142,0.0,-5.96,3.13,0.16,6.55,8.01,6.71,84.00,81.93,81.93,2.87,5.52
12.3745,0.158,0.0,-5.33,3.00,-0.03,5.94,7.23,6.09,84.00,81.92,81.92,2.77,5.42
12.3910,0.162,0.0,-5.32,3.00,-0.03,5.93,7.23,6.08,83.93,81.87,81.87,2.78,5.43
12.4075,0.161,0.0,-4.86,2.91,-0.16,5.48,6.69,5.64,83.99,81.93,81.93,2.75,5.40
12.4240,0.160,0.0,-4.98,2.94,-0.13,5.61,6.76,5.76,84.01,81.93,81.93,2.70,5.34
12.4405,0.160,0.0,-5.80,3.09,0.12,6.39,7.86,6.55,83.98,81.92,81.92,2.88,5.53
12.4570,0.161,0.0,-4.56,2.86,-0.25,5.21,6.25,5.36,84.00,81.93,81.93,2.64,5.29
12.4735,0.159,0.0,-6.03,3.13,0.19,6.61,8.19,6.78,83.97,81.91,81.91,2.97,5.61
12.4900,0.148,0.0,-6.65,3.25,0.37,7.20,8.94,7.38,83.98,81.93,81.93,3.05,5.68
12.5065,0.148,0.0,-4.57,2.86,-0.25,5.21,6.32,5.36,83.94,81.89,81.89,2.70,5.35
12.5230,0.138,0.0,-4.92,2.93,-0.15,5.55,6.70,5.70,84.01,81.94,81.94,2.69,5.34
12.5395,0.146,0.0,-4.81,2.90,-0.18,5.44,6.59,5.59,83.99,81.92,81.92,2.71,5.36
12.5560,0.134,0.0,-5.95,3.12,0.16,6.53,8.06,6.69,83.99,81.93,81.93,2.93,5.57
12.5725,0.141,0.0,-5.05,2.95,-0.11,5.68,6.88,5.83,84.00,81.93,81.93,2.73,5.38
12.5890,0.152,0.0,-4.85,2.91,-0.17,5.48,6.63,5.63,83.97,81.90,81.90,2.70,5.35
12.6055,0.149,0.0,-5.10,2.96,-0.09,5.73,6.93,5.88,83.94,81.87,81.87,2.72,5.37
12.6220,0.155,0.0,-5.17,2.97,-0.07,5.79,7.07,5.94,83.97,81.90,81.90,2.79,5.44
12.6385,0.155,0.0,-4.70,2.88,-0.21,5.33,6.49,5.49,83.95,81.89,81.89,2.72,5.37
12.6550,0.152,0.0,-5.56,3.05,0.04,6.16,7.51,6.31,83.97,81.90,81.90,2.81,5.46
12.6715,0.158,0.0,-5.93,3.12,0.15,6.52,7.99,6.68,84.00,81.93,81.93,2.88,5.52
12.6880,0.156,0.0,-5.07,2.96,-0.10,5.69,6.88,5.84,83.97,81.89,81.89,2.71,5.36
12.7045,0.158,0.0,-5.99,3.12,0.18,6.57,8.18,6.73,83.92,81.88,81.88,3.00,5.64
12.7210,0.142,0.0,-5.74,3.08,0.10,6.34,7.76,6.50,84.00,81.92,81.92,2.85,5.49
12.7375,0.142,0.0,-5.60,3.06,0.05,6.20,7.56,6.35,83.98,81.90,81.90,2.81,5.46
12.7540,0.141,0.0,-5.65,3.07,0.07,6.25,7.63,6.41,83.97,81.90,81.90,2.83,5.47
12.7705,0.143,0.0,-5.82,3.10,0.12,6.41,7.84,6.57,83.98,81.91,81.91,2.85,5.49
12.7870,0.158,0.0,-6.02,3.13,0.18,6.61,8.13,6.77,83.96,81.90,81.90,2.92,5.56
12.8035,0.160,0.0,-4.92,2.93,-0.15,5.55,6.70,5.70,84.00,81.93,81.93,2.70,5.34
12.8200,0.140,0.0,-5.26,2.99,-0.05,5.88,7.13,6.03,84.01,81.94,81.94,2.75,5.40
12.8365,0.146,0.0,-5.50,3.04,0.02,6.11,7.39,6.26,84.10,82.01,82.01,2.75,5.40
12.8530,0.158,0.0,-5.60,3.07,0.05,6.22,7.48,6.37,84.19,82.10,82.10,2.73,5.38
12.8695,0.162,0.0,-5.54,3.05,0.04,6.14,7.53,6.30,84.22,82.15,82.15,2.85,5.50
12.8860,0.146,0.0,-5.69,3.09,0.08,6.31,7.60,6.45,84.41,82.31,82.31,2.75,5.40
12.9025,0.140,0.0,-6.25,3.19,0.26,6.83,8.39,6.99,84.46,82.39,82.39,2.94,5.58
12.9190,0.130,0.0,-5.38,3.03,0.00,6.01,7.20,6.15,84.71,82.61,82.61,2.70,5.35
12.9355,0.110,0.0,-5.31,3.02,-0.01,5.93,7.13,6.08,84.87,82.77,82.77,2.71,5.36
12.9520,0.083,0.0,-5.39,3.05,0.02,6.03,7.16,6.17,85.09,82.97,82.97,2.65,5.30
12.9685,0.053,0.0,-6.02,3.15,0.24,6.61,8.06,6.77,85.30,83.20,83.20,2.87,5.51
12.9850,0.020,0.0,-5.23,3.01,-0.00,5.86,6.98,6.01,85.58,83.46,83.46,2.66,5.31
13.0015,-0.025,0.0,-6.38,3.23,0.38,6.97,8.45,7.13,85.81,83.70,83.70,2.87,5.52
13.0180,-0.073,0.0,-6.46,3.25,0.42,7.04,8.50,7.20,86.08,83.96,83.96,2.84,5.49
13.0345,-0.118,0.0,-5.82,3.13,0.23,6.44,7.67,6.58,86.37,84.23,84.23,2.72,5.37
13.0510,-0.171,0.0,-6.16,3.19,0.37,6.75,8.15,6.91,86.64,84.51,84.51,2.84,5.48
13.0675,-0.238,0.0,-6.49,3.25,0.50,7.05,8.61,7.23,86.89,84.77,84.77,2.95,5.58
13.0840,-0.309,0.0,-5.53,3.08,0.20,6.16,7.31,6.30,87.30,85.15,85.15,2.68,5.33
13.1005,-0.381,0.0,-5.76,3.12,0.31,6.37,7.66,6.52,87.59,85.45,85.45,2.79,5.44
13.1170,-0.461,0.0,-6.36,3.23,0.54,6.94,8.43,7.11,87.92,85.79,85.79,2.90,5.55
13.1335,-0.550,0.0,-6.49,3.26,0.61,7.06,8.53,7.24,88.29,86.15,86.15,2.88,5.52
13.1500,-0.630,0.0,-5.19,3.03,0.18,5.84,6.88,5.98,88.67,86.51,86.51,2.65,5.30
13.1665,-0.728,0.0,-5.34,3.06,0.26,5.98,7.05,6.12,89.07,86.91,86.91,2.66,5.31
13.1830,-0.825,0.0,-5.77,3.13,0.45,6.38,7.64,6.54,89.45,87.29,87.29,2.79,5.43
13.1995,-0.931,0.0,-6.11,3.20,0.59,6.70,7.99,6.87,89.85,87.69,87.69,2.77,5.42
13.2160,-1.036,0.0,-5.89,3.16,0.55,6.50,7.71,6.66,90.23,88.06,88.06,2.73,5.38
13.2325,-1.149,0.0,-6.08,3.19,0.66,6.66,8.00,6.84,90.63,88.47,88.47,2.82,5.47
13.2490,-1.261,0.0,-5.18,3.04,0.34,5.83,6.80,5.97,91.10,88.92,88.92,2.62,5.27
13.2655,-1.378,0.0,-6.15,3.20,0.75,6.72,8.06,6.90,91.50,89.32,89.32,2.82,5.47
13.2820,-1.487,0.0,-5.35,3.07,0.47,5.98,7.01,6.13,91.98,89.79,89.79,2.66,5.31
13.2985,-1.609,0.0,-5.94,3.17,0.74,6.52,7.77,6.70,92.38,90.20,90.20,2.77,5.42
13.3150,-1.741,0.0,-6.26,3.22,0.91,6.80,8.15,7.00,92.81,90.62,90.62,2.82,5.47
13.3315,-1.886,0.0,-7.32,3.41,1.39,7.77,9.49,8.04,93.26,91.11,91.11,3.02,5.65
13.3480,-2.022,0.0,-5.72,3.12,0.78,6.30,7.54,6.48,93.69,91.52,91.52,2.80,5.45
13.3645,-2.166,0.0,-5.84,3.15,0.85,6.41,7.58,6.60,94.26,92.06,92.06,2.72,5.37
13.3810,-2.309,0.0,-6.01,3.19,0.96,6.57,7.73,6.77,94.71,92.49,92.49,2.69,5.34
13.3975,-2.452,0.0,-5.45,3.08,0.77,6.04,7.13,6.22,95.17,92.98,92.98,2.71,5.36
13.4140,-2.596,0.0,-6.31,3.22,1.19,6.81,8.17,7.04,95.65,93.46,93.46,2.82,5.47
13.4305,-2.749,0.0,-5.92,3.16,1.06,6.46,7.65,6.68,96.15,93.94,93.94,2.72,5.37
13.4470,-2.903,0.0,-7.71,3.43,1.94,8.03,9.93,8.41,96.55,94.41,94.41,3.08,5.71
13.4635,-3.063,0.0,-5.80,3.14,1.10,6.33,7.52,6.55,97.14,94.95,94.95,2.74,5.39
13.4800,-3.230,0.0,-6.56,3.25,1.50,6.99,8.43,7.28,97.62,95.43,95.43,2.83,5.48
13.4965,-3.396,0.0,-5.99,3.17,1.27,6.49,7.67,6.73,98.17,95.96,95.96,2.69,5.34
13.5130,-3.571,0.0,-6.28,3.20,1.47,6.72,8.08,7.00,98.65,96.46,96.46,2.80,5.45
13.5295,-3.752,0.0,-5.53,3.09,1.14,6.06,7.14,6.28,99.14,96.94,96.94,2.68,5.33
13.5460,-3.929,0.0,-6.10,3.16,1.48,6.53,7.87,6.82,99.61,97.42,97.42,2.80,5.45
13.5625,-4.101,0.0,-6.25,3.18,1.61,6.65,8.04,6.97,100.08,97.90,97.90,2.80,5.45
13.5790,-4.285,0.0,-5.26,3.04,1.15,5.80,6.80,6.02,100.71,98.51,98.51,2.64,5.29
13.5955,-4.469,0.0,-5.48,3.06,1.31,5.97,7.10,6.22,101.18,99.00,99.00,2.72,5.36
13.6120,-4.673,0.0,-7.11,3.29,2.23,7.34,9.06,7.79,101.76,99.60,99.60,2.91,5.55
13.6285,-4.860,0.0,-5.86,3.13,1.61,6.27,7.55,6.58,102.22,100.05,100.05,2.75,5.40
13.6450,-5.060,0.0,-7.00,3.26,2.29,7.20,8.91,7.68,102.78,100.63,100.63,2.89,5.53
13.6615,-5.250,0.0,-4.98,2.96,1.23,5.49,6.51,5.73,103.24,101.08,101.08,2.69,5.33
13.6780,-5.458,0.0,-5.33,3.01,1.48,5.77,6.92,6.06,103.72,101.57,101.57,2.72,5.37
13.6945,-5.667,0.0,-5.99,3.09,1.90,6.29,7.69,6.68,104.17,102.03,102.03,2.78,5.43
13.7110,-5.881,0.0,-5.63,3.02,1.75,5.97,7.31,6.33,104.57,102.44,102.44,2.79,5.43
13.7275,-6.086,0.0,-7.32,3.24,2.78,7.33,9.35,7.96,104.94,102.87,102.87,3.02,5.66
13.7440,-6.280,0.0,-6.92,3.17,2.60,6.97,8.87,7.56,105.35,103.26,103.26,2.97,5.61
13.7605,-6.476,0.0,-5.20,2.95,1.63,5.58,6.76,5.91,105.71,103.59,103.59,2.71,5.36
13.7770,-6.672,0.0,-5.69,2.99,1.96,5.94,7.40,6.36,106.10,104.01,104.01,2.83,5.47
13.7935,-6.873,0.0,-5.61,2.98,1.95,5.87,7.27,6.28,106.49,104.40,104.40,2.79,5.44
13.8100,-7.065,0.0,-5.84,3.00,2.14,6.03,7.57,6.50,106.80,104.72,104.72,2.83,5.48
13.8265,-7.254,0.0,-7.53,3.20,3.22,7.34,9.58,8.13,107.14,105.12,105.12,3.05,5.68
13.8430,-7.427,0.0,-5.90,2.99,2.26,6.04,7.63,6.55,107.48,105.42,105.42,2.84,5.48
13.8595,-7.601,0.0,-5.75,2.97,2.20,5.91,7.45,6.40,107.79,105.74,105.74,2.82,5.46
13.8760,-7.761,0.0,-4.26,2.78,1.29,4.75,5.67,5.00,108.07,106.01,106.01,2.64,5.28
13.8925,-7.933,0.0,-6.69,3.05,2.87,6.58,8.60,7.29,108.33,106.32,106.32,2.98,5.62
13.9090,-8.093,0.0,-7.01,3.08,3.12,6.81,8.98,7.60,108.65,106.67,106.67,3.02,5.65
13.9255,-8.245,0.0,-6.03,2.96,2.52,6.05,7.81,6.65,108.92,106.91,106.91,2.88,5.53
13.9420,-8.399,0.0,-5.84,2.93,2.43,5.89,7.57,6.47,109.15,107.14,107.14,2.84,5.49
13.9585,-8.553,0.0,-5.46,2.89,2.21,5.59,7.11,6.10,109.42,107.41,107.41,2.79,5.44
13.9750,-8.694,0.0,-5.54,2.89,2.30,5.63,7.21,6.17,109.64,107.64,107.64,2.81,5.46
13.9915,-8.832,0.0,-5.03,2.82,1.99,5.24,6.61,5.68,109.88,107.88,107.88,2.75,5.40
14.0080,-8.969,0.0,-3.83,2.69,1.21,4.35,5.17,4.57,110.12,108.12,108.12,2.60,5.24
14.0245,-9.102,0.0,-5.49,2.85,2.35,5.54,7.18,6.10,110.29,108.32,108.32,2.84,5.49
14.0410,-9.233,0.0,-6.70,2.98,3.19,6.42,8.61,7.26,110.53,108.59,108.59,2.98,5.62
14.0575,-9.352,0.0,-4.74,2.76,1.89,4.97,6.28,5.39,110.74,108.77,108.77,2.74,5.38
14.0740,-9.467,0.0,-4.28,2.70,1.61,4.62,5.76,4.96,110.96,109.00,109.00,2.70,5.35
14.0905,-9.586,0.0,-5.01,2.78,2.12,5.15,6.60,5.64,111.20,109.24,109.24,2.77,5.42
14.1070,-9.695,0.0,-5.22,2.79,2.29,5.28,6.85,5.83,111.33,109.38,109.38,2.79,5.44
14.1235,-9.812,0.0,-5.93,2.91,2.80,5.80,7.70,6.50,111.58,109.66,109.66,2.89,5.54
14.1400,-9.918,0.0,-4.61,2.72,1.91,4.82,6.15,5.26,111.76,109.81,109.81,2.74,5.39
14.1565,-10.006,0.0,-4.33,2.68,1.74,4.61,5.82,4.98,111.83,109.90,109.90,2.71,5.36
14.1730,-10.115,0.0,-7.31,2.98,3.83,6.71,9.35,7.83,112.04,110.19,110.19,3.10,5.72
14.1895,-10.209,0.0,-6.22,2.87,3.08,5.93,8.03,6.77,112.23,110.34,110.34,2.92,5.56
14.2060,-10.299,0.0,-3.61,2.59,1.29,4.08,4.99,4.32,112.37,110.45,110.45,2.64,5.29
14.2225,-10.391,0.0,-5.74,2.80,2.80,5.56,7.50,6.30,112.51,110.62,110.62,2.90,5.54
14.2390,-10.476,0.0,-4.90,2.71,2.23,4.96,6.52,5.50,112.67,110.78,110.78,2.80,5.45
14.2555,-10.551,0.0,-5.65,2.78,2.77,5.47,7.40,6.21,112.81,110.94,110.94,2.89,5.53
14.2720,-10.637,0.0,-5.20,2.73,2.46,5.15,6.84,5.78,112.97,111.09,111.09,2.81,5.46
14.2885,-10.716,0.0,-5.20,2.72,2.49,5.13,6.86,5.77,113.05,111.18,111.18,2.83,5.48
14.3050,-10.794,0.0,-6.15,2.81,3.18,5.78,8.00,6.68,113.18,111.34,111.34,2.97,5.61
14.3215,-10.865,0.0,-5.53,2.75,2.75,5.35,7.24,6.09,113.36,111.50,111.50,2.86,5.50
14.3380,-10.925,0.0,-3.95,2.59,1.63,4.25,5.39,4.60,113.44,111.56,111.56,2.68,5.32
14.3545,-10.991,0.0,-4.95,2.67,2.37,4.92,6.60,5.52,113.53,111.68,111.68,2.83,5.48
14.3710,-11.059,0.0,-5.30,2.71,2.63,5.16,6.98,5.86,113.68,111.83,111.83,2.84,5.49
14.3875,-11.133,0.0,-5.56,2.73,2.84,5.32,7.30,6.10,113.78,111.95,111.95,2.88,5.53
14.4040,-11.193,0.0,-4.61,2.63,2.17,4.66,6.20,5.20,113.89,112.05,112.05,2.79,5.44
14.4205,-11.256,0.0,-4.73,2.63,2.27,4.73,6.36,5.31,114.00,112.17,112.17,2.83,5.48
14.4370,-11.301,0.0,-4.18,2.58,1.88,4.36,5.70,4.80,114.08,112.24,112.24,2.74,5.39
14.4535,-11.355,0.0,-5.95,2.75,3.17,5.55,7.75,6.47,114.21,112.41,112.41,2.94,5.58
14.4700,-11.396,0.0,-3.82,2.54,1.64,4.10,5.29,4.46,114.30,112.47,112.47,2.72,5.37
14.4865,-11.450,0.0,-3.46,2.50,1.38,3.86,4.88,4.13,114.37,112.54,112.54,2.69,5.33
14.5030,-11.503,0.0,-4.47,2.59,2.13,4.52,6.05,5.05,114.46,112.64,112.64,2.79,5.44
14.5195,-11.558,0.0,-4.10,2.56,1.87,4.27,5.61,4.71,114.59,112.77,112.77,2.74,5.39
14.5360,-11.610,0.0,-6.45,2.77,3.60,5.83,8.36,6.94,114.66,112.90,112.90,3.02,5.66
14.5525,-11.646,0.0,-4.57,2.59,2.23,4.58,6.16,5.15,114.73,112.92,112.92,2.79,5.44
14.5690,-11.691,0.0,-5.14,2.70,2.66,4.98,6.81,5.68,114.80,113.00,113.00,2.84,5.49
14.5855,-11.724,0.0,-4.28,2.56,2.04,4.37,5.83,4.87,114.91,113.11,113.11,2.77,5.42
14.6020,-11.754,0.0,-5.43,2.65,2.90,5.12,7.19,5.95,114.95,113.18,113.18,2.92,5.57
14.6185,-11.786,0.0,-3.10,2.44,1.18,3.59,4.46,3.79,114.99,113.19,113.19,2.65,5.29
14.6350,-11.833,0.0,-4.88,2.60,2.51,4.74,6.55,5.43,115.14,113.37,113.37,2.86,5.51
14.6515,-11.863,0.0,-5.18,2.62,2.75,4.93,6.91,5.71,115.14,113.38,113.38,2.90,5.54
14.6680,-11.891,0.0,-6.22,2.71,3.53,5.61,8.10,6.70,115.21,113.49,113.49,3.01,5.64
14.6845,-11.915,0.0,-4.06,2.50,1.93,4.18,5.63,4.64,115.27,113.51,113.51,2.81,5.46
14.7010,-11.956,0.0,-5.34,2.63,2.88,5.02,7.06,5.85,115.38,113.63,113.63,2.89,5.54
14.7175,-11.982,0.0,-4.20,2.53,2.04,4.28,5.74,4.78,115.43,113.66,113.66,2.76,5.41
14.7340,-12.012,0.0,-5.29,2.62,2.86,4.98,7.01,5.81,115.50,113.75,113.75,2.88,5.53
14.7505,-12.042,0.0,-3.64,2.47,1.64,3.91,5.11,4.26,115.54,113.77,113.77,2.72,5.37
14.7670,-12.068,0.0,-4.50,2.55,2.29,4.46,6.10,5.06,115.61,113.85,113.85,2.80,5.45
14.7835,-12.081,0.0,-4.30,2.52,2.14,4.32,5.88,4.87,115.64,113.88,113.88,2.79,5.44
14.8000,-12.104,0.0,-5.10,2.59,2.75,4.83,6.80,5.61,115.68,113.94,113.94,2.88,5.52
14.8165,-12.126,0.0,-3.87,2.47,1.84,4.03,5.41,4.46,115.73,113.98,113.98,2.78,5.43
14.8330,-12.148,0.0,-6.19,2.68,3.58,5.53,8.06,6.66,115.82,114.12,114.12,3.00,5.64
14.8495,-12.162,0.0,-4.10,2.48,2.03,4.16,5.69,4.67,115.74,114.01,114.01,2.82,5.47
14.8660,-12.189,0.0,-3.46,2.43,1.54,3.76,4.92,4.09,115.84,114.10,114.10,2.72,5.37
14.8825,-12.213,0.0,-3.77,2.46,1.78,3.96,5.27,4.37,115.93,114.19,114.19,2.74,5.39
14.8990,-12.227,0.0,-3.88,2.46,1.87,4.01,5.43,4.46,115.90,114.18,114.18,2.79,5.44
14.9155,-12.253,0.0,-3.94,2.47,1.92,4.06,5.49,4.52,116.05,114.32,114.32,2.78,5.43
14.9320,-12.266,0.0,-3.69,2.45,1.73,3.89,5.18,4.29,116.06,114.32,114.32,2.74,5.38
14.9485,-12.270,0.0,-1.84,2.28,0.34,2.74,3.07,2.72,116.09,114.37,114.37,2.58,5.22
14.9650,-12.288,0.0,-4.82,2.54,2.59,4.60,6.48,5.33,116.19,114.47,114.47,2.86,5.51
14.9815,-12.306,0.0,-4.26,2.50,2.18,4.25,5.83,4.82,116.24,114.51,114.51,2.78,5.43
14.9980,-12.313,0.0,-4.45,2.50,2.33,4.36,6.08,4.99,116.22,114.51,114.51,2.83,5.48
15.0145,-12.324,0.0,-4.08,2.47,2.05,4.12,5.63,4.64,116.25,114.53,114.53,2.78,5.43
15.0310,-12.331,0.0,-5.19,2.57,2.89,4.83,6.90,5.69,116.32,114.62,114.62,2.88,5.53
15.0475,-12.332,0.0,-5.64,2.60,3.25,5.10,7.45,6.11,116.29,114.61,114.61,2.97,5.61
15.0640,-12.336,0.0,-4.92,2.53,2.70,4.64,6.63,5.42,116.35,114.66,114.66,2.90,5.54
15.0805,-12.358,0.0,-4.80,2.53,2.61,4.57,6.47,5.31,116.37,114.67,114.67,2.86,5.51
15.0970,-12.376,0.0,-3.06,2.38,1.29,3.48,4.46,3.72,116.44,114.72,114.72,2.68,5.32
15.1135,-12.377,0.0,-4.47,2.49,2.37,4.35,6.10,5.00,116.41,114.71,114.71,2.84,5.48
15.1300,-12.382,0.0,-3.27,2.39,1.46,3.60,4.72,3.90,116.44,114.73,114.73,2.72,5.37
15.1465,-12.398,0.0,-6.89,2.71,4.22,5.89,8.87,7.32,116.54,114.91,114.91,3.08,5.70
15.1630,-12.402,0.0,-2.66,2.34,0.99,3.23,3.98,3.36,116.52,114.80,114.80,2.62,5.27
15.1795,-12.412,0.0,-3.51,2.41,1.65,3.75,4.98,4.11,116.56,114.85,114.85,2.72,5.37
15.1960,-12.412,0.0,-3.69,2.41,1.80,3.84,5.24,4.26,116.55,114.86,114.86,2.81,5.46
15.2125,-12.419,0.0,-3.07,2.36,1.32,3.47,4.50,3.72,116.63,114.93,114.93,2.71,5.36
15.2290,-12.428,0.0,-3.16,2.38,1.39,3.53,4.58,3.80,116.65,114.94,114.94,2.69,5.34
15.2455,-12.422,0.0,-4.58,2.49,2.48,4.40,6.23,5.10,116.64,114.96,114.96,2.86,5.50
15.2620,-12.435,0.0,-4.67,2.56,2.56,4.49,6.35,5.18,116.65,114.98,114.98,2.89,5.53
15.2785,-12.439,0.0,-4.14,2.46,2.15,4.13,5.71,4.69,116.68,114.99,114.99,2.78,5.43
15.2950,-12.443,0.0,-4.37,2.54,2.34,4.30,6.01,4.90,116.69,115.01,115.01,2.85,5.50
15.3115,-12.441,0.0,-3.20,2.44,1.44,3.59,4.65,3.82,116.75,115.06,115.06,2.72,5.37
15.3280,-12.445,0.0,-5.24,2.54,3.00,4.80,7.00,5.72,116.76,115.10,115.10,2.94,5.58
15.3445,-12.437,0.0,-1.88,2.26,0.43,2.74,3.13,2.73,116.83,115.14,115.14,2.59,5.24
15.3610,-12.440,0.0,-4.38,2.47,2.34,4.26,5.99,4.90,116.81,115.13,115.13,2.83,5.47
15.3775,-12.446,0.0,-1.65,2.24,0.26,2.60,2.87,2.55,116.85,115.17,115.17,2.57,5.21
15.3940,-12.450,0.0,-5.81,2.59,3.44,5.16,7.62,6.26,116.86,115.21,115.21,2.96,5.60
15.4105,-12.449,0.0,-4.35,2.46,2.33,4.24,5.97,4.88,116.86,115.18,115.18,2.83,5.48
15.4270,-12.442,0.0,-2.26,2.28,0.73,2.95,3.58,3.01,116.87,115.19,115.19,2.65,5.30
15.4435,-12.444,0.0,-5.28,2.53,3.06,4.81,7.05,5.75,116.88,115.24,115.24,2.95,5.59
15.4600,-12.447,0.0,-1.37,2.20,0.05,2.43,2.57,2.35,116.93,115.27,115.27,2.57,5.22
15.4765,-12.458,0.0,-3.85,2.41,1.96,3.92,5.40,4.41,116.99,115.31,115.31,2.79,5.44
15.4930,-12.451,0.0,-4.07,2.43,2.13,4.05,5.67,4.61,116.95,115.28,115.28,2.83,5.47
15.5095,-12.461,0.0,-4.27,2.45,2.28,4.18,5.88,4.80,117.01,115.34,115.34,2.83,5.48
15.5260,-12.460,0.0,-3.41,2.38,1.62,3.65,4.88,4.00,116.98,115.30,115.30,2.73,5.38
15.5425,-12.450,0.0,-3.39,2.37,1.61,3.63,4.88,3.99,117.04,115.36,115.36,2.75,5.40
15.5590,-12.443,0.0,-3.81,2.40,1.94,3.89,5.37,4.37,117.03,115.36,115.36,2.80,5.45
15.5755,-12.448,0.0,-3.99,2.42,2.07,4.00,5.56,4.53,117.08,115.41,115.41,2.81,5.45
15.5920,-12.449,0.0,-5.94,2.58,3.58,5.21,7.81,6.39,117.07,115.45,115.45,3.01,5.65
15.6085,-12.446,0.0,-2.50,2.30,0.92,3.10,3.83,3.21,117.07,115.39,115.39,2.63,5.28
15.6250,-12.462,0.0,-2.35,2.29,0.81,3.01,3.67,3.09,117.14,115.46,115.46,2.63,5.28
15.6415,-12.461,0.0,-4.58,2.46,2.54,4.36,6.25,5.08,117.11,115.45,115.45,2.88,5.52
15.6580,-12.461,0.0,-5.20,2.51,3.02,4.74,6.95,5.67,117.07,115.43,115.43,2.94,5.58
15.6745,-12.462,0.0,-3.50,2.37,1.71,3.69,5.02,4.08,117.11,115.45,115.45,2.78,5.43
15.6910,-12.468,0.0,-3.49,2.38,1.69,3.69,4.97,4.07,117.15,115.47,115.47,2.74,5.39
15.7075,-12.465,0.0,-3.92,2.40,2.03,3.94,5.49,4.46,117.08,115.42,115.42,2.81,5.46
15.7240,-12.461,0.0,-2.58,2.30,1.00,3.14,3.94,3.28,117.17,115.49,115.49,2.66,5.31
15.7405,-12.459,0.0,-3.86,2.40,1.99,3.91,5.41,4.41,117.17,115.51,115.51,2.79,5.44
15.7570,-12.463,0.0,-4.98,2.49,2.86,4.59,6.72,5.46,117.16,115.53,115.53,2.93,5.57
15.7735,-12.465,0.0,-4.80,2.48,2.72,4.49,6.49,5.29,117.22,115.57,115.57,2.88,5.53
15.7900,-12.460,0.0,-5.80,2.56,3.49,5.10,7.65,6.24,117.23,115.62,115.62,3.00,5.64
15.8065,-12.451,0.0,-2.86,2.32,1.22,3.29,4.28,3.51,117.23,115.57,115.57,2.71,5.36
15.8230,-12.449,0.0,-4.39,2.43,2.41,4.21,6.06,4.89,117.22,115.58,115.58,2.89,5.54
15.8395,-12.443,0.0,-2.99,2.32,1.33,3.37,4.45,3.62,117.18,115.53,115.53,2.74,5.39
