eval_id,Q_pitch,R,fitness,rms_pitch_wobble_deg,max_pitch_deviation_deg,pitch_settle_time_s,pitch_oscillations_count,max_wheel_pos_drift_m,control_effort_integral,peak_torque_nm,max_bearing_load_n,pass_fail
170,20.505552017942833,1.4534687390979428,0.3252735295462963,0.11368468568215978,0.2713608006437924,0.05000000000000004,81,0.00236483580883522,0.8113690599725358,0.3598442311853137,90.45571232335972,True
171,17.007045950773986,1.4885819321243554,0.33057644892078697,0.10516661864439437,0.2708790138770134,0.05000000000000004,80,0.0024831724904428106,0.8546984577523156,0.3433855252686173,90.42609551488964,True
172,16.595586698998787,1.4058107726043096,0.33338929141079243,0.1021099662586033,0.28626140820575396,0.05000000000000004,91,0.002166140626380142,0.8520205225504456,0.3360694614446368,90.45448349338922,True
173,148.9501387436263,1.6507829533246992,0.2904943986538934,0.10030381657441463,0.2883895349609702,0.05000000000000004,91,0.0023029453214689407,0.7113796769458874,0.2656736372336197,90.42880371285229,True
174,31.067490174818886,1.5553639359220688,0.3012034832563238,0.11167801726557215,0.31132240520705246,0.05000000000000004,84,0.002532212204534182,0.7554804038121085,0.2515573295616099,90.41594386149876,True
175,42.79577989963576,1.7065935728258943,0.29996279365736644,0.09587224658751743,0.2730502425212993,0.05000000000000004,98,0.0026687862423950045,0.7277621612231715,0.3013959746808761,90.44671790665058,True
176,27.421279075270192,1.4490399441996118,0.3452623906959593,0.10015961410817445,0.3362833122867792,0.05000000000000004,93,0.0024163018613221387,0.9114400134456201,0.3035528131902011,90.43269193304393,True
177,17.999073098839148,1.3843757883528283,0.3174688061530673,0.10501111398537892,0.35524268915434765,0.05000000000000004,85,0.002179473901356273,0.79927973081602,0.32708533074639445,90.4427870976575,True
178,15.184475197507012,1.6124591048372263,0.3197007100517806,0.11381408685626222,0.4214996566562714,0.05000000000000004,94,0.002257230884314414,0.7852709924448973,0.304058810211885,90.42351584076621,True
179,15.87010818033282,1.5640146049044152,0.2992576840373579,0.10174987530001182,0.25549151286960337,0.05000000000000004,88,0.002423137855219448,0.7414900627117764,0.2870059066836518,90.41301407290003,True
180,26.36672330345752,1.3999904828042757,0.32573146532014047,0.10767252191687769,0.293755728914894,0.05000000000000004,107,0.002224240508183647,0.8086146805550222,0.2656393831299712,90.4471706118302,True
181,16.963488144144137,1.514036516468619,0.2804011844267443,0.10339205245754424,0.3465208573949279,0.05000000000000004,74,0.0019811083958101647,0.6798790353843437,0.316783829184786,90.4570123908651,True
