run,alpha,n_s,n_windows,balance_rad,balance_deg,spread_deg,xcheck_deg,tau_nm,drift_tps
20260809T164249_075527Z_HOST,0.020349767239608428,4.54,1,-0.1298538022038695,-7.44007482000831,nan,-7.5349136691558245,0.0007226669333674145,0.01885502436711137
