run_id,scenario,label,gen,timestamp,Q_PITCH,Q_PITCH_RATE,Q_VEL,R,KP_V,KI_V,KP_YAW,KI_YAW,LEG_K_S,LEG_B_S,LEG_K_ROLL,LEG_D_ROLL,rms_pitch_deg,max_pitch_deg,wheel_travel_m,wheel_liftoff_s,vel_track_rms_ms,settle_time_s,survived_s,fitness_balance,fitness_disturbance,fitness_drive_slow,fitness_drive_med,fitness_obstacle,fitness,status,fail_reason
415,s04_vel_pi_staircase,g000051_c5,51,,,,,,0.5305610076235004,0.004231046469268605,,,,,,,6.5515,15.241,7.2488,0.0,0.4632,13.0,13.0,,,,,,2.04475,PASS,
416,s04_vel_pi_staircase,g000051_c6,51,,,,,,0.5922288501444687,0.004171791425449576,,,,,,,6.6236,15.2542,7.2493,0.0,0.4615,13.0,13.0,,,,,,2.04686,PASS,
417,s04_vel_pi_staircase,g000051_c7,51,,,,,,0.6060357131524451,0.004215926767677426,,,,,,,6.6364,15.2475,7.2321,0.0,0.461,13.0,13.0,,,,,,2.04664,PASS,
418,s04_vel_pi_staircase,g000052_c0,52,,,,,,0.5928434192950239,0.003978457855738494,,,,,,,6.6233,15.2407,7.2294,0.0,0.4611,13.0,13.0,,,,,,2.04563,PASS,
419,s04_vel_pi_staircase,g000052_c1,52,,,,,,0.6172209782139954,0.004224987437571417,,,,,,,6.656,15.2547,7.262,0.0,0.4614,13.0,13.0,,,,,,2.0498,PASS,
420,s04_vel_pi_staircase,g000052_c2,52,,,,,,0.577044193079977,0.004238497162111602,,,,,,,6.6055,15.243,7.2389,0.0,0.4608,13.0,13.0,,,,,,2.04295,PASS,
421,s04_vel_pi_staircase,g000052_c3,52,,,,,,0.5862535272701314,0.004333952088215053,,,,,,,6.6176,15.2457,7.2312,0.0,0.4606,13.0,13.0,,,,,,2.04356,PASS,
422,s04_vel_pi_staircase,g000052_c4,52,,,,,,0.5489826677031573,0.004011485911573096,,,,,,,6.5716,15.2438,7.2471,0.0,0.4627,13.0,13.0,,,,,,2.04526,PASS,
423,s04_vel_pi_staircase,g000052_c5,52,,,,,,0.614595517517198,0.004072183168709477,,,,,,,6.6461,15.2428,7.2388,0.0,0.4617,13.0,13.0,,,,,,2.04971,PASS,
424,s04_vel_pi_staircase,g000052_c6,52,,,,,,0.6131608042543069,0.004021176506154265,,,,,,,6.6456,15.2346,7.227,0.0,0.4613,13.0,13.0,,,,,,2.04846,PASS,
425,s04_vel_pi_staircase,g000052_c7,52,,,,,,0.604680984625956,0.004420195419420512,,,,,,,6.6378,15.2131,7.2492,0.0,0.4612,13.0,13.0,,,,,,2.04738,PASS,
426,s04_vel_pi_staircase,g000053_c0,53,,,,,,0.5814801804382514,0.004241983539114645,,,,,,,6.6094,15.2517,7.234,0.0,0.4605,13.0,13.0,,,,,,2.04244,PASS,
427,s04_vel_pi_staircase,g000053_c1,53,,,,,,0.5938236419784048,0.004331648560714235,,,,,,,6.6306,15.2385,7.2446,0.0,0.4612,13.0,13.0,,,,,,2.04666,PASS,
428,s04_vel_pi_staircase,g000053_c2,53,,,,,,0.5784227681411149,0.004062656332900463,,,,,,,6.6061,15.2313,7.2476,0.0,0.461,13.0,13.0,,,,,,2.04361,PASS,
429,s04_vel_pi_staircase,g000053_c3,53,,,,,,0.5907485122303829,0.0040028170656419655,,,,,,,6.6204,15.2524,7.2383,0.0,0.4607,13.0,13.0,,,,,,2.04414,PASS,
430,s04_vel_pi_staircase,g000053_c4,53,,,,,,0.5701767029933532,0.004214400017712641,,,,,,,6.5989,15.2474,7.2506,0.0,0.4615,13.0,13.0,,,,,,2.04439,PASS,
431,s04_vel_pi_staircase,g000053_c5,53,,,,,,0.5975655616163069,0.0039793108037621035,,,,,,,6.6272,15.2527,7.2461,0.0,0.4611,13.0,13.0,,,,,,2.04602,PASS,
432,s04_vel_pi_staircase,g000053_c6,53,,,,,,0.6242521260039338,0.004083760255094358,,,,,,,6.676,15.2305,7.2708,0.0,0.4662,13.0,13.0,,,,,,2.0662,PASS,
433,s04_vel_pi_staircase,g000053_c7,53,,,,,,0.6046679710462625,0.004096793060904142,,,,,,,6.6349,15.2237,7.2376,0.0,0.4613,13.0,13.0,,,,,,2.04739,PASS,
434,s04_vel_pi_staircase,g000054_c0,54,,,,,,0.5735346618386176,0.00402644850436112,,,,,,,6.6049,15.2339,7.241,0.0,0.461,13.0,13.0,,,,,,2.04349,PASS,
435,s04_vel_pi_staircase,g000054_c1,54,,,,,,0.5869768831376918,0.004095151767592162,,,,,,,6.6168,15.2563,7.2454,0.0,0.4612,13.0,13.0,,,,,,2.04528,PASS,
436,s04_vel_pi_staircase,g000054_c2,54,,,,,,0.592567581500313,0.004143823278598631,,,,,,,6.622,15.2263,7.2433,0.0,0.4604,13.0,13.0,,,,,,2.0434,PASS,
437,s04_vel_pi_staircase,g000054_c3,54,,,,,,0.5970780978012902,0.004252173604848141,,,,,,,6.6283,15.2413,7.25,0.0,0.4603,13.0,13.0,,,,,,2.04373,PASS,
438,s04_vel_pi_staircase,g000054_c4,54,,,,,,0.5866209281583412,0.003965467146495725,,,,,,,6.6144,15.2379,7.2367,0.0,0.4612,13.0,13.0,,,,,,2.04504,PASS,
439,s04_vel_pi_staircase,g000054_c5,54,,,,,,0.5766469905044617,0.004182800190886878,,,,,,,6.6054,15.248,7.2486,0.0,0.4614,13.0,13.0,,,,,,2.04474,PASS,
440,s04_vel_pi_staircase,g000054_c6,54,,,,,,0.5796544818033768,0.004101300018807032,,,,,,,6.6118,15.2323,7.2383,0.0,0.4607,13.0,13.0,,,,,,2.04328,PASS,
441,s04_vel_pi_staircase,g000054_c7,54,,,,,,0.5946290257092337,0.004194463385920781,,,,,,,6.6235,15.2332,7.2349,0.0,0.4608,13.0,13.0,,,,,,2.04475,PASS,
442,s04_vel_pi_staircase,g000055_c0,55,,,,,,0.6033069655885881,0.004192817580798135,,,,,,,6.6315,15.2278,7.2345,0.0,0.4613,13.0,13.0,,,,,,2.04705,PASS,
443,s04_vel_pi_staircase,g000055_c1,55,,,,,,0.5825482554129223,0.004111713318037148,,,,,,,6.6146,15.2469,7.2373,0.0,0.4615,13.0,13.0,,,,,,2.04596,PASS,
444,s04_vel_pi_staircase,g000055_c2,55,,,,,,0.6045353738690338,0.00404797273467586,,,,,,,6.6335,15.2387,7.2208,0.0,0.4606,13.0,13.0,,,,,,2.04515,PASS,
445,s04_vel_pi_staircase,g000055_c3,55,,,,,,0.6062272031623218,0.00405140558003154,,,,,,,6.6393,15.2314,7.2257,0.0,0.4603,13.0,13.0,,,,,,2.04483,PASS,
446,s04_vel_pi_staircase,g000055_c4,55,,,,,,0.6070416031820792,0.004071122831691984,,,,,,,6.6418,15.2425,7.2325,0.0,0.4614,13.0,13.0,,,,,,2.04838,PASS,
447,s04_vel_pi_staircase,g000055_c5,55,,,,,,0.609121104462415,0.004144214375261152,,,,,,,6.6425,15.2284,7.2446,0.0,0.461,13.0,13.0,,,,,,2.04725,PASS,
448,s04_vel_pi_staircase,g000055_c6,55,,,,,,0.5967681326017914,0.003906205300998571,,,,,,,6.6253,15.24,7.2354,0.0,0.4603,13.0,13.0,,,,,,2.04343,PASS,
449,s04_vel_pi_staircase,g000055_c7,55,,,,,,0.5943483551626058,0.004159478548816192,,,,,,,6.6241,15.2305,7.2419,0.0,0.4599,13.0,13.0,,,,,,2.04211,PASS,
450,s04_vel_pi_staircase,g000056_c0,56,,,,,,0.5951717770932241,0.004211656221791092,,,,,,,6.6264,15.2507,7.2406,0.0,0.4605,13.0,13.0,,,,,,2.04414,PASS,
451,s04_vel_pi_staircase,g000056_c1,56,,,,,,0.5607265556281645,0.00410137149106183,,,,,,,6.5867,15.2388,7.2501,0.0,0.4621,13.0,13.0,,,,,,2.04497,PASS,
452,s04_vel_pi_staircase,g000056_c2,56,,,,,,0.588352284308814,0.004250010318636204,,,,,,,6.6164,15.2473,7.238,0.0,0.4611,13.0,13.0,,,,,,2.04494,PASS,
453,s04_vel_pi_staircase,g000056_c3,56,,,,,,0.5726514712122446,0.003985798151048015,,,,,,,6.5996,15.2216,7.2463,0.0,0.4619,13.0,13.0,,,,,,2.04566,PASS,
454,s04_vel_pi_staircase,g000056_c4,56,,,,,,0.5897402246716127,0.004307418736495337,,,,,,,6.62,15.2383,7.2429,0.0,0.4614,13.0,13.0,,,,,,2.0462,PASS,
455,s04_vel_pi_staircase,g000056_c5,56,,,,,,0.6064300959606368,0.0041352947999243415,,,,,,,6.6352,15.2344,7.2297,0.0,0.4612,13.0,13.0,,,,,,2.04712,PASS,
456,s04_vel_pi_staircase,g000056_c6,56,,,,,,0.5521195223525388,0.004130163026230693,,,,,,,6.5762,15.232,7.2435,0.0,0.4621,13.0,13.0,,,,,,2.04392,PASS,
457,s04_vel_pi_staircase,g000056_c7,56,,,,,,0.5821241794528544,0.004095251503878173,,,,,,,6.6092,15.2336,7.236,0.0,0.4611,13.0,13.0,,,,,,2.04422,PASS,
458,s04_vel_pi_staircase,g000057_c0,57,,,,,,0.6041098591297969,0.0041047225340842515,,,,,,,6.6372,15.2244,7.2449,0.0,0.4613,13.0,13.0,,,,,,2.04762,PASS,
459,s04_vel_pi_staircase,g000057_c1,57,,,,,,0.6142315589287881,0.004129392374177224,,,,,,,6.6511,15.2455,7.2616,0.0,0.4627,13.0,13.0,,,,,,2.05321,PASS,
460,s04_vel_pi_staircase,g000057_c2,57,,,,,,0.5791654968537009,0.00402926302548804,,,,,,,6.6109,15.2386,7.2343,0.0,0.4613,13.0,13.0,,,,,,2.04499,PASS,
461,s04_vel_pi_staircase,g000057_c3,57,,,,,,0.5946863905952005,0.004310396407202375,,,,,,,6.6268,15.2377,7.2552,0.0,0.4613,13.0,13.0,,,,,,2.04658,PASS,
462,s04_vel_pi_staircase,g000057_c4,57,,,,,,0.6059712535215447,0.004253505830635767,,,,,,,6.6389,15.2491,7.242,0.0,0.4607,13.0,13.0,,,,,,2.04599,PASS,
463,s04_vel_pi_staircase,g000057_c5,57,,,,,,0.6210583020807212,0.004126350763977955,,,,,,,6.6638,15.2296,7.2709,0.0,0.4634,13.0,13.0,,,,,,2.05658,PASS,
464,s04_vel_pi_staircase,g000057_c6,57,,,,,,0.606347927863782,0.004150325210350049,,,,,,,6.6384,15.2348,7.2472,0.0,0.4607,13.0,13.0,,,,,,2.04594,PASS,
465,s04_vel_pi_staircase,g000057_c7,57,,,,,,0.5879188875301619,0.004097049481613744,,,,,,,6.6153,15.2329,7.2409,0.0,0.4611,13.0,13.0,,,,,,2.04483,PASS,
466,s04_vel_pi_staircase,g000058_c0,58,,,,,,0.5867204721574228,0.004251671663401804,,,,,,,6.617,15.2366,7.2452,0.0,0.4606,13.0,13.0,,,,,,2.0435,PASS,
467,s04_vel_pi_staircase,g000058_c1,58,,,,,,0.5899276941456365,0.0041582078242608424,,,,,,,6.6172,15.2291,7.229,0.0,0.4607,13.0,13.0,,,,,,2.04382,PASS,
468,s04_vel_pi_staircase,g000058_c2,58,,,,,,0.6217325662261068,0.004280331150321313,,,,,,,6.6692,15.2521,7.2806,0.0,0.4673,13.0,13.0,,,,,,2.06882,PASS,
469,s04_vel_pi_staircase,g000058_c3,58,,,,,,0.6016147243021004,0.004071889689668323,,,,,,,6.6322,15.2468,7.2394,0.0,0.4605,13.0,13.0,,,,,,2.04472,PASS,
470,s04_vel_pi_staircase,g000058_c4,58,,,,,,0.609978231540805,0.0040937827251627396,,,,,,,6.6393,15.2216,7.2328,0.0,0.4611,13.0,13.0,,,,,,2.04723,PASS,
471,s04_vel_pi_staircase,g000058_c5,58,,,,,,0.6029649244081478,0.004114084941497113,,,,,,,6.6353,15.2326,7.2464,0.0,0.4601,13.0,13.0,,,,,,2.04383,PASS,
472,s04_vel_pi_staircase,g000058_c6,58,,,,,,0.5667437104883756,0.004100298221979792,,,,,,,6.5929,15.2398,7.2467,0.0,0.4609,13.0,13.0,,,,,,2.04199,PASS,
473,s04_vel_pi_staircase,g000058_c7,58,,,,,,0.6017262616396452,0.004213350829700091,,,,,,,6.6344,15.2353,7.2476,0.0,0.4602,13.0,13.0,,,,,,2.04404,PASS,
474,s04_vel_pi_staircase,g000059_c0,59,,,,,,0.6093698938535134,0.004237547982039801,,,,,,,6.6391,15.249,7.2309,0.0,0.4594,13.0,13.0,,,,,,2.04211,PASS,
475,s04_vel_pi_staircase,g000059_c1,59,,,,,,0.6080015080925297,0.004107174245355777,,,,,,,6.6394,15.2408,7.2476,0.0,0.4615,13.0,13.0,,,,,,2.04844,PASS,
476,s04_vel_pi_staircase,g000059_c2,59,,,,,,0.6128810656534819,0.00412621137747826,,,,,,,6.6497,15.2273,7.2583,0.0,0.4619,13.0,13.0,,,,,,2.05067,PASS,
477,s04_vel_pi_staircase,g000059_c3,59,,,,,,0.61802618675833,0.004205312791276197,,,,,,,6.6551,15.2508,7.2366,0.0,0.4624,13.0,13.0,,,,,,2.05271,PASS,
478,s04_vel_pi_staircase,g000059_c4,59,,,,,,0.5955492481763629,0.004086877048064226,,,,,,,6.626,15.2419,7.246,0.0,0.4604,13.0,13.0,,,,,,2.0438,PASS,
479,s04_vel_pi_staircase,g000059_c5,59,,,,,,0.5818126724318369,0.004237002810357478,,,,,,,6.6093,15.2349,7.2327,0.0,0.4606,13.0,13.0,,,,,,2.04273,PASS,
480,s04_vel_pi_staircase,g000059_c6,59,,,,,,0.6122357922858382,0.004129524527898027,,,,,,,6.6476,15.253,7.2466,0.0,0.4611,13.0,13.0,,,,,,2.04806,PASS,
481,s04_vel_pi_staircase,g000059_c7,59,,,,,,0.6122813622473746,0.004222829024204461,,,,,,,6.6497,15.2436,7.2341,0.0,0.4602,13.0,13.0,,,,,,2.04557,PASS,
482,s04_vel_pi_staircase,g000060_c0,60,,,,,,0.5890365234650858,0.004192925774223707,,,,,,,6.6185,15.2299,7.2479,0.0,0.4613,13.0,13.0,,,,,,2.04575,PASS,
483,s04_vel_pi_staircase,g000060_c1,60,,,,,,0.6116833915848512,0.004207067294782744,,,,,,,6.6475,15.2299,7.2521,0.0,0.4607,13.0,13.0,,,,,,2.04685,PASS,
484,s04_vel_pi_staircase,g000060_c2,60,,,,,,0.5935580975840691,0.004035787519906578,,,,,,,6.6197,15.2387,7.2312,0.0,0.4609,13.0,13.0,,,,,,2.04467,PASS,
485,s04_vel_pi_staircase,g000060_c3,60,,,,,,0.6094984900882515,0.004088180524024734,,,,,,,6.6484,15.2437,7.2338,0.0,0.4613,13.0,13.0,,,,,,2.04874,PASS,
486,s04_vel_pi_staircase,g000060_c4,60,,,,,,0.5937524153958604,0.004091535963568971,,,,,,,6.6214,15.2368,7.2191,0.0,0.4609,13.0,13.0,,,,,,2.04484,PASS,
487,s04_vel_pi_staircase,g000060_c5,60,,,,,,0.5768942080663383,0.004274347198025125,,,,,,,6.6063,15.2302,7.2476,0.0,0.4615,13.0,13.0,,,,,,2.04513,PASS,
488,s04_vel_pi_staircase,g000060_c6,60,,,,,,0.5899153683647325,0.004110660856976598,,,,,,,6.6186,15.2541,7.2413,0.0,0.4617,13.0,13.0,,,,,,2.04696,PASS,
489,s04_vel_pi_staircase,g000060_c7,60,,,,,,0.6208690892209041,0.004221155342792899,,,,,,,6.6597,15.2355,7.2407,0.0,0.4633,13.0,13.0,,,,,,2.05587,PASS,
490,s04_vel_pi_staircase,g000061_c0,61,,,,,,0.6129196930483954,0.004145128105261454,,,,,,,6.6483,15.2344,7.2583,0.0,0.4629,13.0,13.0,,,,,,2.05353,PASS,
491,s04_vel_pi_staircase,g000061_c1,61,,,,,,0.6129395765870663,0.004027161823675288,,,,,,,6.6472,15.2391,7.251,0.0,0.4602,13.0,13.0,,,,,,2.04532,PASS,
492,s04_vel_pi_staircase,g000061_c2,61,,,,,,0.591287894871558,0.004147664281954173,,,,,,,6.6197,15.2378,7.2389,0.0,0.461,13.0,13.0,,,,,,2.04497,PASS,
493,s04_vel_pi_staircase,g000061_c3,61,,,,,,0.6239617139787245,0.004163606583122448,,,,,,,6.6724,15.2472,7.2605,0.0,0.4715,13.0,13.0,,,,,,2.08174,PASS,
494,s04_vel_pi_staircase,g000061_c4,61,,,,,,0.603826726932827,0.0042484173742875254,,,,,,,6.6354,15.2527,7.2467,0.0,0.4613,13.0,13.0,,,,,,2.04744,PASS,
495,s04_vel_pi_staircase,g000061_c5,61,,,,,,0.6040117188341533,0.004141194547829773,,,,,,,6.6359,15.2384,7.2422,0.0,0.4603,13.0,13.0,,,,,,2.04449,PASS,
496,s04_vel_pi_staircase,g000061_c6,61,,,,,,0.571968595132192,0.004056907919012865,,,,,,,6.5974,15.2376,7.2402,0.0,0.4608,13.0,13.0,,,,,,2.04214,PASS,
497,s04_vel_pi_staircase,g000061_c7,61,,,,,,0.5698869178062745,0.004175983746089994,,,,,,,6.5989,15.2506,7.2477,0.0,0.4615,13.0,13.0,,,,,,2.04439,PASS,
498,s04_vel_pi_staircase,g000062_c0,62,,,,,,0.5808136874788621,0.00418392155464635,,,,,,,6.6079,15.2304,7.2413,0.0,0.4612,13.0,13.0,,,,,,2.04439,PASS,
499,s04_vel_pi_staircase,g000062_c1,62,,,,,,0.6094711752676265,0.004235338549589248,,,,,,,6.6425,15.253,7.2411,0.0,0.4606,13.0,13.0,,,,,,2.04605,PASS,
500,s04_vel_pi_staircase,g000062_c2,62,,,,,,0.5930528324138878,0.00410753461126815,,,,,,,6.6214,15.2388,7.235,0.0,0.4604,13.0,13.0,,,,,,2.04334,PASS,
501,s04_vel_pi_staircase,g000062_c3,62,,,,,,0.6127747512000431,0.00401068731059335,,,,,,,6.6422,15.2403,7.2249,0.0,0.4608,13.0,13.0,,,,,,2.04662,PASS,
502,s04_vel_pi_staircase,g000062_c4,62,,,,,,0.6078700153994785,0.004292522600401104,,,,,,,6.6413,15.2362,7.2436,0.0,0.4611,13.0,13.0,,,,,,2.04743,PASS,
503,s04_vel_pi_staircase,g000062_c5,62,,,,,,0.6143650854364288,0.004151450969184517,,,,,,,6.6484,15.2472,7.2422,0.0,0.4608,13.0,13.0,,,,,,2.04724,PASS,
504,s04_vel_pi_staircase,g000062_c6,62,,,,,,0.5921230577289434,0.004305510991797931,,,,,,,6.6222,15.2359,7.2394,0.0,0.4615,13.0,13.0,,,,,,2.04672,PASS,
505,s04_vel_pi_staircase,g000062_c7,62,,,,,,0.5921818870834937,0.004162337693788613,,,,,,,6.6199,15.2408,7.245,0.0,0.4608,13.0,13.0,,,,,,2.04439,PASS,
506,s04_vel_pi_staircase,g000063_c0,63,,,,,,0.6111260943552742,0.004101480461919969,,,,,,,6.6407,15.238,7.2259,0.0,0.46,13.0,13.0,,,,,,2.04407,PASS,
507,s04_vel_pi_staircase,g000063_c1,63,,,,,,0.6041713802715096,0.004002134678334271,,,,,,,6.6387,15.2366,7.2364,0.0,0.4606,13.0,13.0,,,,,,2.04567,PASS,
508,s04_vel_pi_staircase,g000063_c2,63,,,,,,0.5740836527387871,0.004291566880711438,,,,,,,6.6069,15.2456,7.2395,0.0,0.4613,13.0,13.0,,,,,,2.04459,PASS,
509,s04_vel_pi_staircase,g000063_c3,63,,,,,,0.5871835350283926,0.003983623218316154,,,,,,,6.6149,15.2472,7.2351,0.0,0.4612,13.0,13.0,,,,,,2.04509,PASS,
510,s04_vel_pi_staircase,g000063_c4,63,,,,,,0.609514961656102,0.0040932244997495355,,,,,,,6.6397,15.2492,7.2273,0.0,0.4616,13.0,13.0,,,,,,2.04877,PASS,
511,s04_vel_pi_staircase,g000063_c5,63,,,,,,0.5941586748265156,0.0040422411786890005,,,,,,,6.6215,15.2578,7.2296,0.0,0.461,13.0,13.0,,,,,,2.04515,PASS,
512,s04_vel_pi_staircase,g000063_c6,63,,,,,,0.5809642895301278,0.004155380667602202,,,,,,,6.6093,15.232,7.2253,0.0,0.4609,13.0,13.0,,,,,,2.04363,PASS,
513,s04_vel_pi_staircase,g000063_c7,63,,,,,,0.5692780301820366,0.004164932246179491,,,,,,,6.5964,15.2352,7.2511,0.0,0.4614,13.0,13.0,,,,,,2.04384,PASS,
514,s04_vel_pi_staircase,g000064_c0,64,,,,,,0.6006687489567772,0.004066973730969249,,,,,,,6.6358,15.2318,7.2315,0.0,0.4613,13.0,13.0,,,,,,2.04748,PASS,
515,s04_vel_pi_staircase,g000064_c1,64,,,,,,0.5932821166132904,0.0039659384172517935,,,,,,,6.6258,15.2445,7.2354,0.0,0.4602,13.0,13.0,,,,,,2.04318,PASS,
516,s04_vel_pi_staircase,g000064_c2,64,,,,,,0.6027677087516036,0.004106766490573527,,,,,,,6.6305,15.245,7.2265,0.0,0.4595,13.0,13.0,,,,,,2.04155,PASS,
517,s04_vel_pi_staircase,g000064_c3,64,,,,,,0.6041191453739025,0.0040917885761560125,,,,,,,6.6359,15.2353,7.242,0.0,0.4611,13.0,13.0,,,,,,2.04689,PASS,
518,s04_vel_pi_staircase,g000064_c4,64,,,,,,0.5980998314691727,0.004234847458465501,,,,,,,6.6265,15.2273,7.2391,0.0,0.461,13.0,13.0,,,,,,2.04565,PASS,
519,s04_vel_pi_staircase,g000064_c5,64,,,,,,0.588194052531635,0.0040292861734414175,,,,,,,6.6153,15.2386,7.2433,0.0,0.461,13.0,13.0,,,,,,2.04453,PASS,
520,s04_vel_pi_staircase,g000064_c6,64,,,,,,0.5814494315824418,0.004234305491906622,,,,,,,6.611,15.2359,7.2495,0.0,0.4611,13.0,13.0,,,,,,2.0444,PASS,
521,s04_vel_pi_staircase,g000064_c7,64,,,,,,0.6094382994920232,0.004160395341463632,,,,,,,6.6438,15.2294,7.2464,0.0,0.4612,13.0,13.0,,,,,,2.04798,PASS,
522,s04_vel_pi_staircase,g000065_c0,65,,,,,,0.5818857648844191,0.0042197358276067415,,,,,,,6.6105,15.2489,7.2377,0.0,0.4604,13.0,13.0,,,,,,2.04225,PASS,
523,s04_vel_pi_staircase,g000065_c1,65,,,,,,0.6086207535362411,0.004068050742540207,,,,,,,6.6449,15.2301,7.2323,0.0,0.4604,13.0,13.0,,,,,,2.04569,PASS,
524,s04_vel_pi_staircase,g000065_c2,65,,,,,,0.6286056473716778,0.004132360367098637,,,,,,,6.6996,15.2207,7.266,0.0,0.4702,13.0,13.0,,,,,,2.08056,PASS,
525,s04_vel_pi_staircase,g000065_c3,65,,,,,,0.6086743273967101,0.003974180633589552,,,,,,,6.6389,15.2459,7.2515,0.0,0.4619,13.0,13.0,,,,,,2.04959,PASS,
526,s04_vel_pi_staircase,g000065_c4,65,,,,,,0.5889284422507322,0.004233696364015245,,,,,,,6.6187,15.2445,7.2442,0.0,0.4604,13.0,13.0,,,,,,2.04307,PASS,
527,s04_vel_pi_staircase,g000065_c5,65,,,,,,0.6199171045751405,0.004166209487601244,,,,,,,6.662,15.2397,7.2726,0.0,0.4636,13.0,13.0,,,,,,2.057,PASS,
528,s04_vel_pi_staircase,g000065_c6,65,,,,,,0.6153165838904072,0.004032593898856219,,,,,,,6.6503,15.2169,7.254,0.0,0.4606,13.0,13.0,,,,,,2.04683,PASS,
529,s04_vel_pi_staircase,g000065_c7,65,,,,,,0.5980190428202223,0.003926263231962603,,,,,,,6.629,15.2363,7.2233,0.0,0.4604,13.0,13.0,,,,,,2.0441,PASS,
530,s04_vel_pi_staircase,g000066_c0,66,,,,,,0.6060355624643435,0.0040811354484326275,,,,,,,6.6336,15.2369,7.2314,0.0,0.4605,13.0,13.0,,,,,,2.04486,PASS,
531,s04_vel_pi_staircase,g000066_c1,66,,,,,,0.5945724100445721,0.004009389317672115,,,,,,,6.6234,15.2566,7.239,0.0,0.4601,13.0,13.0,,,,,,2.04264,PASS,
532,s04_vel_pi_staircase,g000066_c2,66,,,,,,0.5920899268900822,0.004124979177810685,,,,,,,6.6196,15.2403,7.2407,0.0,0.4609,13.0,13.0,,,,,,2.04466,PASS,
533,s04_vel_pi_staircase,g000066_c3,66,,,,,,0.6053598860689416,0.003963131992494384,,,,,,,6.6347,15.2298,7.2424,0.0,0.4612,13.0,13.0,,,,,,2.04707,PASS,
534,s04_vel_pi_staircase,g000066_c4,66,,,,,,0.6146814408098599,0.004140653319739734,,,,,,,6.6515,15.2332,7.2358,0.0,0.4615,13.0,13.0,,,,,,2.04965,PASS,
535,s04_vel_pi_staircase,g000066_c5,66,,,,,,0.6007388617022124,0.004076636864409143,,,,,,,6.6313,15.248,7.2487,0.0,0.4607,13.0,13.0,,,,,,2.04523,PASS,
536,s04_vel_pi_staircase,g000066_c6,66,,,,,,0.5735821547275936,0.003997561264438954,,,,,,,6.5995,15.2325,7.2428,0.0,0.4617,13.0,13.0,,,,,,2.04505,PASS,
537,s04_vel_pi_staircase,g000066_c7,66,,,,,,0.6142497241992954,0.00401277131634732,,,,,,,6.6444,15.2307,7.2278,0.0,0.4614,13.0,13.0,,,,,,2.04864,PASS,
538,s04_vel_pi_staircase,g000067_c0,67,,,,,,0.5775087481824083,0.004083760185267809,,,,,,,6.6026,15.23,7.2258,0.0,0.4607,13.0,13.0,,,,,,2.04236,PASS,
539,s04_vel_pi_staircase,g000067_c1,67,,,,,,0.6129953591107564,0.004164185620860602,,,,,,,6.647,15.2371,7.2532,0.0,0.4613,13.0,13.0,,,,,,2.0486,PASS,
540,s04_vel_pi_staircase,g000067_c2,67,,,,,,0.6026257188460933,0.004155630770924359,,,,,,,6.6328,15.2466,7.2467,0.0,0.4607,13.0,13.0,,,,,,2.04538,PASS,
541,s04_vel_pi_staircase,g000067_c3,67,,,,,,0.610176619445326,0.004043345952538229,,,,,,,6.6445,15.2378,7.2522,0.0,0.4611,13.0,13.0,,,,,,2.04775,PASS,
542,s04_vel_pi_staircase,g000067_c4,67,,,,,,0.6004247852670304,0.004204519916011518,,,,,,,6.6357,15.2419,7.2355,0.0,0.4608,13.0,13.0,,,,,,2.04597,PASS,
543,s04_vel_pi_staircase,g000067_c5,67,,,,,,0.5980623190476994,0.004305154754319098,,,,,,,6.6299,15.2364,7.2508,0.0,0.4603,13.0,13.0,,,,,,2.04389,PASS,
544,s04_vel_pi_staircase,g000067_c6,67,,,,,,0.5904548600092787,0.004064713427609521,,,,,,,6.6192,15.2325,7.2425,0.0,0.4608,13.0,13.0,,,,,,2.04432,PASS,
545,s04_vel_pi_staircase,g000067_c7,67,,,,,,0.5950281578843594,0.004045427415352897,,,,,,,6.6236,15.2421,7.2368,0.0,0.4601,13.0,13.0,,,,,,2.04266,PASS,
546,s04_vel_pi_staircase,g000068_c0,68,,,,,,0.5992585981656416,0.004234293899256188,,,,,,,6.6305,15.2515,7.2452,0.0,0.4603,13.0,13.0,,,,,,2.04395,PASS,
547,s04_vel_pi_staircase,g000068_c1,68,,,,,,0.6154600408157427,0.004024318746882984,,,,,,,6.6534,15.2409,7.2584,0.0,0.4621,13.0,13.0,,,,,,2.05164,PASS,
548,s04_vel_pi_staircase,g000068_c2,68,,,,,,0.6227892174442105,0.0042747443713120874,,,,,,,6.6731,15.2503,7.2715,0.0,0.468,13.0,13.0,,,,,,2.07131,PASS,
549,s04_vel_pi_staircase,g000068_c3,68,,,,,,0.6216158766321648,0.004069772151019463,,,,,,,6.6587,15.2301,7.2531,0.0,0.4628,13.0,13.0,,,,,,2.05427,PASS,
550,s04_vel_pi_staircase,g000068_c4,68,,,,,,0.6001926613438765,0.004084125219481975,,,,,,,6.6306,15.2486,7.2421,0.0,0.4608,13.0,13.0,,,,,,2.04546,PASS,
551,s04_vel_pi_staircase,g000068_c5,68,,,,,,0.6088266159793626,0.004307900356871838,,,,,,,6.6424,15.2388,7.2456,0.0,0.4608,13.0,13.0,,,,,,2.04664,PASS,
552,s04_vel_pi_staircase,g000068_c6,68,,,,,,0.6178814378500732,0.004325450310413089,,,,,,,6.6527,15.2496,7.2478,0.0,0.4613,13.0,13.0,,,,,,2.04917,PASS,
