run_id,scenario,label,gen,timestamp,Q_PITCH,Q_PITCH_RATE,Q_VEL,R,KP_V,KI_V,KP_YAW,KI_YAW,LEG_K_S,LEG_B_S,LEG_K_ROLL,LEG_D_ROLL,rms_pitch_deg,max_pitch_deg,wheel_travel_m,wheel_liftoff_s,vel_track_rms_ms,settle_time_s,survived_s,fitness_balance,fitness_disturbance,fitness_drive_slow,fitness_drive_med,fitness_obstacle,fitness,status,fail_reason
1029,s04_vel_pi_staircase,g000128_c3,128,,,,,,0.5980654500732775,0.004118253941529855,,,,,,,6.6261,15.2271,7.2299,0.0,0.4605,13.0,13.0,,,,,,2.04411,PASS,
1030,s04_vel_pi_staircase,g000128_c4,128,,,,,,0.5986389732616654,0.004075971572112034,,,,,,,6.6281,15.2333,7.2454,0.0,0.4606,13.0,13.0,,,,,,2.04461,PASS,
1031,s04_vel_pi_staircase,g000128_c5,128,,,,,,0.5723023652432944,0.0042063657721552496,,,,,,,6.5994,15.2289,7.2421,0.0,0.4608,13.0,13.0,,,,,,2.04234,PASS,
1032,s04_vel_pi_staircase,g000128_c6,128,,,,,,0.6022019733544728,0.0040181127240059905,,,,,,,6.6346,15.2366,7.2499,0.0,0.461,13.0,13.0,,,,,,2.04646,PASS,
1033,s04_vel_pi_staircase,g000128_c7,128,,,,,,0.589848737917543,0.004088484070342795,,,,,,,6.6173,15.2533,7.2316,0.0,0.461,13.0,13.0,,,,,,2.04473,PASS,
1034,s04_vel_pi_staircase,g000129_c0,129,,,,,,0.5965133797295067,0.003943584678110342,,,,,,,6.6241,15.2411,7.2348,0.0,0.4612,13.0,13.0,,,,,,2.04601,PASS,
1035,s04_vel_pi_staircase,g000129_c1,129,,,,,,0.5889990320596831,0.004300767884371555,,,,,,,6.6213,15.2366,7.2504,0.0,0.4609,13.0,13.0,,,,,,2.04483,PASS,
1036,s04_vel_pi_staircase,g000129_c2,129,,,,,,0.5780794337457615,0.004248933229283871,,,,,,,6.609,15.2436,7.2466,0.0,0.461,13.0,13.0,,,,,,2.0439,PASS,
1037,s04_vel_pi_staircase,g000129_c3,129,,,,,,0.5811836048701459,0.004098309020965521,,,,,,,6.6081,15.233,7.2298,0.0,0.4619,13.0,13.0,,,,,,2.04651,PASS,
1038,s04_vel_pi_staircase,g000129_c4,129,,,,,,0.5834679778928329,0.004174602683997942,,,,,,,6.6153,15.2479,7.2347,0.0,0.4609,13.0,13.0,,,,,,2.04423,PASS,
1039,s04_vel_pi_staircase,g000129_c5,129,,,,,,0.5805873413114335,0.004255668442540348,,,,,,,6.6098,15.2482,7.2406,0.0,0.4604,13.0,13.0,,,,,,2.04218,PASS,
1040,s04_vel_pi_staircase,g000129_c6,129,,,,,,0.6217986429907116,0.004235326210259605,,,,,,,6.6666,15.2316,7.2702,0.0,0.4647,13.0,13.0,,,,,,2.06076,PASS,
1041,s04_vel_pi_staircase,g000129_c7,129,,,,,,0.6109749880144973,0.004033149413406452,,,,,,,6.6432,15.2315,7.2559,0.0,0.4616,13.0,13.0,,,,,,2.04912,PASS,
1042,s04_vel_pi_staircase,g000130_c0,130,,,,,,0.5939253472688083,0.004210434804446843,,,,,,,6.6224,15.2535,7.2247,0.0,0.4609,13.0,13.0,,,,,,2.04494,PASS,
1043,s04_vel_pi_staircase,g000130_c1,130,,,,,,0.5858241518938007,0.004169022335102706,,,,,,,6.6157,15.2354,7.2527,0.0,0.4621,13.0,13.0,,,,,,2.04787,PASS,
1044,s04_vel_pi_staircase,g000130_c2,130,,,,,,0.5877392237326503,0.00404142270620792,,,,,,,6.6144,15.2314,7.2361,0.0,0.4612,13.0,13.0,,,,,,2.04504,PASS,
1045,s04_vel_pi_staircase,g000130_c3,130,,,,,,0.597070369378388,0.004209896060803137,,,,,,,6.6326,15.2388,7.2346,0.0,0.4603,13.0,13.0,,,,,,2.04416,PASS,
1046,s04_vel_pi_staircase,g000130_c4,130,,,,,,0.5848491615472132,0.004243422584300144,,,,,,,6.6193,15.2464,7.2387,0.0,0.4609,13.0,13.0,,,,,,2.04463,PASS,
1047,s04_vel_pi_staircase,g000130_c5,130,,,,,,0.5689868240091215,0.004208481524531372,,,,,,,6.5967,15.2435,7.2458,0.0,0.4616,13.0,13.0,,,,,,2.04447,PASS,
1048,s04_vel_pi_staircase,g000130_c6,130,,,,,,0.5854451483932915,0.004091863184928424,,,,,,,6.6126,15.2377,7.2272,0.0,0.4606,13.0,13.0,,,,,,2.04306,PASS,
1049,s04_vel_pi_staircase,g000130_c7,130,,,,,,0.6039924919424215,0.004057546876348115,,,,,,,6.6377,15.2361,7.2358,0.0,0.4614,13.0,13.0,,,,,,2.04797,PASS,
1050,s04_vel_pi_staircase,g000131_c0,131,,,,,,0.584306424271208,0.004131170955333503,,,,,,,6.6191,15.2544,7.2371,0.0,0.4607,13.0,13.0,,,,,,2.04401,PASS,
1051,s04_vel_pi_staircase,g000131_c1,131,,,,,,0.5813569209018847,0.004261257763292832,,,,,,,6.6096,15.227,7.2365,0.0,0.4611,13.0,13.0,,,,,,2.04426,PASS,
1052,s04_vel_pi_staircase,g000131_c2,131,,,,,,0.5724641556408019,0.00419144248817889,,,,,,,6.5987,15.2503,7.2307,0.0,0.4613,13.0,13.0,,,,,,2.04377,PASS,
1053,s04_vel_pi_staircase,g000131_c3,131,,,,,,0.6033019592136062,0.00424812606709476,,,,,,,6.6345,15.2353,7.2369,0.0,0.461,13.0,13.0,,,,,,2.04645,PASS,
1054,s04_vel_pi_staircase,g000131_c4,131,,,,,,0.5813232511233637,0.004261535276245034,,,,,,,6.609,15.2513,7.2321,0.0,0.4603,13.0,13.0,,,,,,2.0418,PASS,
1055,s04_vel_pi_staircase,g000131_c5,131,,,,,,0.5693035126741315,0.004058168378793596,,,,,,,6.5948,15.2428,7.2454,0.0,0.4615,13.0,13.0,,,,,,2.04398,PASS,
1056,s04_vel_pi_staircase,g000131_c6,131,,,,,,0.5688239211838444,0.0041642770389576245,,,,,,,6.5958,15.2405,7.2341,0.0,0.4614,13.0,13.0,,,,,,2.04378,PASS,
1057,s04_vel_pi_staircase,g000131_c7,131,,,,,,0.5840888232725426,0.0040117922495010745,,,,,,,6.6143,15.229,7.2336,0.0,0.4608,13.0,13.0,,,,,,2.04383,PASS,
1058,s04_vel_pi_staircase,g000132_c0,132,,,,,,0.600359043707151,0.004065423477333371,,,,,,,6.6286,15.2386,7.2381,0.0,0.4605,13.0,13.0,,,,,,2.04436,PASS,
1059,s04_vel_pi_staircase,g000132_c1,132,,,,,,0.59603197931325,0.004144627179558752,,,,,,,6.6242,15.2287,7.2344,0.0,0.4605,13.0,13.0,,,,,,2.04392,PASS,
1060,s04_vel_pi_staircase,g000132_c2,132,,,,,,0.599216276084755,0.0041546706946877215,,,,,,,6.6292,15.2292,7.2463,0.0,0.4602,13.0,13.0,,,,,,2.04352,PASS,
1061,s04_vel_pi_staircase,g000132_c3,132,,,,,,0.5870553791410293,0.004174136345530729,,,,,,,6.617,15.2435,7.2424,0.0,0.4603,13.0,13.0,,,,,,2.0426,PASS,
1062,s04_vel_pi_staircase,g000132_c4,132,,,,,,0.5956177189926934,0.004221959083189455,,,,,,,6.626,15.2319,7.2428,0.0,0.46,13.0,13.0,,,,,,2.0426,PASS,
1063,s04_vel_pi_staircase,g000132_c5,132,,,,,,0.5854900527315273,0.004100132656750841,,,,,,,6.615,15.2319,7.2419,0.0,0.4605,13.0,13.0,,,,,,2.043,PASS,
1064,s04_vel_pi_staircase,g000132_c6,132,,,,,,0.5965392875458485,0.0042058834712194945,,,,,,,6.6286,15.2438,7.2487,0.0,0.4605,13.0,13.0,,,,,,2.04436,PASS,
1065,s04_vel_pi_staircase,g000132_c7,132,,,,,,0.5911605416715275,0.00416908922555404,,,,,,,6.6206,15.2472,7.2445,0.0,0.4603,13.0,13.0,,,,,,2.04296,PASS,
1066,s04_vel_pi_staircase,g000133_c0,133,,,,,,0.588782017582849,0.00410349831608567,,,,,,,6.6166,15.231,7.229,0.0,0.461,13.0,13.0,,,,,,2.04466,PASS,
1067,s04_vel_pi_staircase,g000133_c1,133,,,,,,0.5887521388493547,0.00412533967462979,,,,,,,6.6181,15.2469,7.2455,0.0,0.4605,13.0,13.0,,,,,,2.04331,PASS,
1068,s04_vel_pi_staircase,g000133_c2,133,,,,,,0.5875806674554713,0.004347357717162484,,,,,,,6.6183,15.2277,7.2445,0.0,0.461,13.0,13.0,,,,,,2.04483,PASS,
1069,s04_vel_pi_staircase,g000133_c3,133,,,,,,0.5967553080517722,0.004265995882874385,,,,,,,6.6263,15.237,7.2308,0.0,0.4606,13.0,13.0,,,,,,2.04443,PASS,
1070,s04_vel_pi_staircase,g000133_c4,133,,,,,,0.5857478369927682,0.004153664008747488,,,,,,,6.6134,15.2427,7.2392,0.0,0.4606,13.0,13.0,,,,,,2.04314,PASS,
1071,s04_vel_pi_staircase,g000133_c5,133,,,,,,0.5954914807728721,0.00434414433744615,,,,,,,6.6276,15.2448,7.2527,0.0,0.4614,13.0,13.0,,,,,,2.04696,PASS,
1072,s04_vel_pi_staircase,g000133_c6,133,,,,,,0.6022827854394575,0.004084856846749805,,,,,,,6.633,15.2351,7.2447,0.0,0.461,13.0,13.0,,,,,,2.0463,PASS,
1073,s04_vel_pi_staircase,g000133_c7,133,,,,,,0.5610715745755674,0.004246644174066203,,,,,,,6.5883,15.2476,7.2513,0.0,0.4616,13.0,13.0,,,,,,2.04363,PASS,
1074,s04_vel_pi_staircase,g000134_c0,134,,,,,,0.5854132593962468,0.0042112758178652855,,,,,,,6.6136,15.2467,7.2235,0.0,0.4612,13.0,13.0,,,,,,2.04496,PASS,
1075,s04_vel_pi_staircase,g000134_c1,134,,,,,,0.5811060626123618,0.004213504580799634,,,,,,,6.6101,15.2311,7.2475,0.0,0.4613,13.0,13.0,,,,,,2.04491,PASS,
1076,s04_vel_pi_staircase,g000134_c2,134,,,,,,0.5822690629285004,0.004268732419994429,,,,,,,6.6145,15.2408,7.2349,0.0,0.4609,13.0,13.0,,,,,,2.04415,PASS,
1077,s04_vel_pi_staircase,g000134_c3,134,,,,,,0.5965776991620456,0.0041984897225462664,,,,,,,6.6282,15.2279,7.2458,0.0,0.4601,13.0,13.0,,,,,,2.04312,PASS,
1078,s04_vel_pi_staircase,g000134_c4,134,,,,,,0.5753808017067564,0.004242832611387683,,,,,,,6.6067,15.2486,7.2362,0.0,0.461,13.0,13.0,,,,,,2.04367,PASS,
1079,s04_vel_pi_staircase,g000134_c5,134,,,,,,0.5831055609134658,0.004355580936295955,,,,,,,6.6097,15.2277,7.2291,0.0,0.4607,13.0,13.0,,,,,,2.04307,PASS,
1080,s04_vel_pi_staircase,g000134_c6,134,,,,,,0.6043488779066122,0.00433261715572981,,,,,,,6.6335,15.2413,7.2276,0.0,0.4599,13.0,13.0,,,,,,2.04305,PASS,
1081,s04_vel_pi_staircase,g000134_c7,134,,,,,,0.594640851757278,0.004149231338891952,,,,,,,6.6231,15.2304,7.2346,0.0,0.4603,13.0,13.0,,,,,,2.04321,PASS,
1082,s04_vel_pi_staircase,g000135_c0,135,,,,,,0.5961909171940282,0.003968015297416966,,,,,,,6.6242,15.2313,7.2355,0.0,0.4596,13.0,13.0,,,,,,2.04122,PASS,
1083,s04_vel_pi_staircase,g000135_c1,135,,,,,,0.5757704476876621,0.0041542823865492315,,,,,,,6.6033,15.2347,7.2405,0.0,0.4618,13.0,13.0,,,,,,2.04573,PASS,
1084,s04_vel_pi_staircase,g000135_c2,135,,,,,,0.5840811119753024,0.004128211503265154,,,,,,,6.6133,15.2363,7.2367,0.0,0.4611,13.0,13.0,,,,,,2.04463,PASS,
1085,s04_vel_pi_staircase,g000135_c3,135,,,,,,0.5944056818875463,0.0040603578771869885,,,,,,,6.6241,15.235,7.2435,0.0,0.4611,13.0,13.0,,,,,,2.04571,PASS,
1086,s04_vel_pi_staircase,g000135_c4,135,,,,,,0.5817190520691338,0.0042598426306839484,,,,,,,6.6099,15.2441,7.2438,0.0,0.4611,13.0,13.0,,,,,,2.04429,PASS,
1087,s04_vel_pi_staircase,g000135_c5,135,,,,,,0.5864610493537117,0.004270708943644151,,,,,,,6.6175,15.2406,7.2428,0.0,0.4598,13.0,13.0,,,,,,2.04115,PASS,
1088,s04_vel_pi_staircase,g000135_c6,135,,,,,,0.5909673208848294,0.004124262669904767,,,,,,,6.6203,15.2474,7.25,0.0,0.4613,13.0,13.0,,,,,,2.04593,PASS,
1089,s04_vel_pi_staircase,g000135_c7,135,,,,,,0.6056026139519641,0.004178037721095393,,,,,,,6.6377,15.2427,7.2444,0.0,0.461,13.0,13.0,,,,,,2.04677,PASS,
1090,s04_vel_pi_staircase,g000136_c0,136,,,,,,0.6005029315664355,0.004256099043127972,,,,,,,6.6322,15.2426,7.2506,0.0,0.4611,13.0,13.0,,,,,,2.04652,PASS,
1091,s04_vel_pi_staircase,g000136_c1,136,,,,,,0.5939134431796077,0.004110587769687439,,,,,,,6.6219,15.2325,7.236,0.0,0.4604,13.0,13.0,,,,,,2.04339,PASS,
1092,s04_vel_pi_staircase,g000136_c2,136,,,,,,0.5754253761467534,0.004184694380026905,,,,,,,6.6049,15.2227,7.2535,0.0,0.4612,13.0,13.0,,,,,,2.04409,PASS,
1093,s04_vel_pi_staircase,g000136_c3,136,,,,,,0.5707467439406545,0.004355305470074629,,,,,,,6.6004,15.2467,7.2532,0.0,0.4618,13.0,13.0,,,,,,2.04544,PASS,
1094,s04_vel_pi_staircase,g000136_c4,136,,,,,,0.6025657379205811,0.004302563643443046,,,,,,,6.6338,15.2351,7.2363,0.0,0.4601,13.0,13.0,,,,,,2.04368,PASS,
1095,s04_vel_pi_staircase,g000136_c5,136,,,,,,0.5959968937734796,0.004223445046807823,,,,,,,6.6235,15.2281,7.2371,0.0,0.4602,13.0,13.0,,,,,,2.04295,PASS,
1096,s04_vel_pi_staircase,g000136_c6,136,,,,,,0.5866668711482883,0.004279956102597113,,,,,,,6.6216,15.227,7.2354,0.0,0.4606,13.0,13.0,,,,,,2.04396,PASS,
1097,s04_vel_pi_staircase,g000136_c7,136,,,,,,0.6008120124734595,0.004184424111490868,,,,,,,6.6299,15.2377,7.2257,0.0,0.4609,13.0,13.0,,,,,,2.04569,PASS,
1098,s04_vel_pi_staircase,g000137_c0,137,,,,,,0.6108659511338153,0.00420285683620149,,,,,,,6.6428,15.2455,7.2232,0.0,0.4615,13.0,13.0,,,,,,2.04878,PASS,
1099,s04_vel_pi_staircase,g000137_c1,137,,,,,,0.5948176732521098,0.0042477035472259965,,,,,,,6.6237,15.2281,7.2306,0.0,0.4606,13.0,13.0,,,,,,2.04417,PASS,
1100,s04_vel_pi_staircase,g000137_c2,137,,,,,,0.5785483571160391,0.004086287355303919,,,,,,,6.6074,15.2323,7.2475,0.0,0.4611,13.0,13.0,,,,,,2.04404,PASS,
1101,s04_vel_pi_staircase,g000137_c3,137,,,,,,0.5733198263370527,0.004197942608272914,,,,,,,6.6012,15.2397,7.2428,0.0,0.4612,13.0,13.0,,,,,,2.04372,PASS,
1102,s04_vel_pi_staircase,g000137_c4,137,,,,,,0.5711103328553174,0.004020553736991268,,,,,,,6.5954,15.257,7.2285,0.0,0.4604,13.0,13.0,,,,,,2.04074,PASS,
1103,s04_vel_pi_staircase,g000137_c5,137,,,,,,0.5846812842730574,0.004237680389864082,,,,,,,6.6132,15.2266,7.2405,0.0,0.4609,13.0,13.0,,,,,,2.04402,PASS,
1104,s04_vel_pi_staircase,g000137_c6,137,,,,,,0.595350891845489,0.004233054008421693,,,,,,,6.6248,15.2312,7.2365,0.0,0.4601,13.0,13.0,,,,,,2.04278,PASS,
1105,s04_vel_pi_staircase,g000137_c7,137,,,,,,0.5940626040525177,0.004214854592853726,,,,,,,6.6289,15.2375,7.2388,0.0,0.4611,13.0,13.0,,,,,,2.04619,PASS,
1106,s04_vel_pi_staircase,g000138_c0,138,,,,,,0.6281035913279097,0.004357049990729593,,,,,,,6.7059,15.2498,7.3317,0.0,0.4825,13.0,13.0,,,,,,2.11809,PASS,
1107,s04_vel_pi_staircase,g000138_c1,138,,,,,,0.6061581041898407,0.004089277342652809,,,,,,,6.6404,15.2379,7.2295,0.0,0.4608,13.0,13.0,,,,,,2.04644,PASS,
1108,s04_vel_pi_staircase,g000138_c2,138,,,,,,0.5809676373174462,0.004095045095976079,,,,,,,6.6071,15.2239,7.2415,0.0,0.461,13.0,13.0,,,,,,2.04371,PASS,
1109,s04_vel_pi_staircase,g000138_c3,138,,,,,,0.5745951499678625,0.004313746883384248,,,,,,,6.6025,15.2501,7.246,0.0,0.4614,13.0,13.0,,,,,,2.04445,PASS,
1110,s04_vel_pi_staircase,g000138_c4,138,,,,,,0.6021308504774024,0.0041486867427942544,,,,,,,6.6327,15.2376,7.2372,0.0,0.4604,13.0,13.0,,,,,,2.04447,PASS,
1111,s04_vel_pi_staircase,g000138_c5,138,,,,,,0.5895997832435472,0.004422377644946808,,,,,,,6.6224,15.2267,7.2305,0.0,0.4605,13.0,13.0,,,,,,2.04374,PASS,
1112,s04_vel_pi_staircase,g000138_c6,138,,,,,,0.6042551506030726,0.004289261296030613,,,,,,,6.6358,15.2617,7.2335,0.0,0.4609,13.0,13.0,,,,,,2.04628,PASS,
1113,s04_vel_pi_staircase,g000138_c7,138,,,,,,0.6171077209760927,0.004257151496953307,,,,,,,6.6562,15.2304,7.2657,0.0,0.4633,13.0,13.0,,,,,,2.05552,PASS,
1114,s04_vel_pi_staircase,g000139_c0,139,,,,,,0.6006264103398987,0.004055144159055695,,,,,,,6.6296,15.2279,7.2396,0.0,0.4616,13.0,13.0,,,,,,2.04776,PASS,
1115,s04_vel_pi_staircase,g000139_c1,139,,,,,,0.5973867775311349,0.004264984850461242,,,,,,,6.6278,15.2124,7.2514,0.0,0.4612,13.0,13.0,,,,,,2.04638,PASS,
1116,s04_vel_pi_staircase,g000139_c2,139,,,,,,0.5884802823193228,0.004034229214368031,,,,,,,6.616,15.2336,7.2448,0.0,0.4607,13.0,13.0,,,,,,2.0437,PASS,
1117,s04_vel_pi_staircase,g000139_c3,139,,,,,,0.6026475354243932,0.00414612939992457,,,,,,,6.6353,15.2451,7.2412,0.0,0.4604,13.0,13.0,,,,,,2.04473,PASS,
1118,s04_vel_pi_staircase,g000139_c4,139,,,,,,0.5801619604330461,0.004126018331271189,,,,,,,6.6077,15.2362,7.2378,0.0,0.4606,13.0,13.0,,,,,,2.04257,PASS,
1119,s04_vel_pi_staircase,g000139_c5,139,,,,,,0.6039528374863105,0.0042208805982826775,,,,,,,6.6353,15.2437,7.2495,0.0,0.4611,13.0,13.0,,,,,,2.04683,PASS,
1120,s04_vel_pi_staircase,g000139_c6,139,,,,,,0.5958415273227924,0.004360867843967183,,,,,,,6.6285,15.2381,7.2478,0.0,0.4605,13.0,13.0,,,,,,2.04435,PASS,
1121,s04_vel_pi_staircase,g000139_c7,139,,,,,,0.5997516574887071,0.004273711066700596,,,,,,,6.6305,15.2415,7.2436,0.0,0.4599,13.0,13.0,,,,,,2.04275,PASS,
1122,s04_vel_pi_staircase,g000140_c0,140,,,,,,0.5801303533781528,0.004274987970232209,,,,,,,6.612,15.2427,7.2361,0.0,0.4603,13.0,13.0,,,,,,2.0421,PASS,
1123,s04_vel_pi_staircase,g000140_c1,140,,,,,,0.6087706105793177,0.00404752528836511,,,,,,,6.6418,15.2393,7.2294,0.0,0.4604,13.0,13.0,,,,,,2.04538,PASS,
1124,s04_vel_pi_staircase,g000140_c2,140,,,,,,0.5931348406181983,0.004228511565874257,,,,,,,6.6242,15.2479,7.2509,0.0,0.4609,13.0,13.0,,,,,,2.04512,PASS,
1125,s04_vel_pi_staircase,g000140_c3,140,,,,,,0.583685139992181,0.004242289667960834,,,,,,,6.6136,15.2344,7.2481,0.0,0.4606,13.0,13.0,,,,,,2.04316,PASS,
1126,s04_vel_pi_staircase,g000140_c4,140,,,,,,0.5927964739163042,0.004170148442511748,,,,,,,6.6273,15.2385,7.2339,0.0,0.4606,13.0,13.0,,,,,,2.04453,PASS,
1127,s04_vel_pi_staircase,g000140_c5,140,,,,,,0.585231703337021,0.004096839344523101,,,,,,,6.6141,15.2464,7.2458,0.0,0.4605,13.0,13.0,,,,,,2.04291,PASS,
1128,s04_vel_pi_staircase,g000140_c6,140,,,,,,0.5839916069387159,0.00417604777758109,,,,,,,6.6122,15.2452,7.2464,0.0,0.4607,13.0,13.0,,,,,,2.04332,PASS,
1129,s04_vel_pi_staircase,g000140_c7,140,,,,,,0.604287843156626,0.004312275326151914,,,,,,,6.6353,15.2357,7.2387,0.0,0.4601,13.0,13.0,,,,,,2.04383,PASS,
1130,s04_vel_pi_staircase,g000141_c0,141,,,,,,0.5992828414651814,0.004078252236680625,,,,,,,6.6311,15.2371,7.2461,0.0,0.4603,13.0,13.0,,,,,,2.04401,PASS,
1131,s04_vel_pi_staircase,g000141_c1,141,,,,,,0.6004768349798438,0.004230394499067857,,,,,,,6.6328,15.2351,7.2478,0.0,0.46,13.0,13.0,,,,,,2.04328,PASS,
1132,s04_vel_pi_staircase,g000141_c2,141,,,,,,0.5888524487353916,0.004086532051705243,,,,,,,6.615,15.2257,7.2331,0.0,0.4609,13.0,13.0,,,,,,2.0442,PASS,
1133,s04_vel_pi_staircase,g000141_c3,141,,,,,,0.6099981054104763,0.004035653733515182,,,,,,,6.6441,15.2358,7.2576,0.0,0.4613,13.0,13.0,,,,,,2.04831,PASS,
1134,s04_vel_pi_staircase,g000141_c4,141,,,,,,0.5787245504502232,0.003997948206831026,,,,,,,6.607,15.2425,7.2434,0.0,0.4609,13.0,13.0,,,,,,2.0434,PASS,
1135,s04_vel_pi_staircase,g000141_c5,141,,,,,,0.602581939722021,0.0042480939434140445,,,,,,,6.6346,15.2407,7.2444,0.0,0.4602,13.0,13.0,,,,,,2.04406,PASS,
1136,s04_vel_pi_staircase,g000141_c6,141,,,,,,0.6055681581201506,0.004172177660939715,,,,,,,6.6356,15.2438,7.2192,0.0,0.4598,13.0,13.0,,,,,,2.04296,PASS,
1137,s04_vel_pi_staircase,g000141_c7,141,,,,,,0.5704310443165309,0.0042925084715238725,,,,,,,6.6033,15.2538,7.2441,0.0,0.4618,13.0,13.0,,,,,,2.04573,PASS,
1138,s04_vel_pi_staircase,g000142_c0,142,,,,,,0.5978394689948182,0.004244969279854849,,,,,,,6.6269,15.2422,7.2357,0.0,0.4609,13.0,13.0,,,,,,2.04539,PASS,
1139,s04_vel_pi_staircase,g000142_c1,142,,,,,,0.5841481376492551,0.0041986553778748815,,,,,,,6.6114,15.2447,7.238,0.0,0.4607,13.0,13.0,,,,,,2.04324,PASS,
1140,s04_vel_pi_staircase,g000142_c2,142,,,,,,0.5929791154921462,0.004092460344577295,,,,,,,6.6223,15.25,7.2212,0.0,0.46,13.0,13.0,,,,,,2.04223,PASS,
1141,s04_vel_pi_staircase,g000142_c3,142,,,,,,0.5802376811570845,0.004076181775056792,,,,,,,6.6092,15.2455,7.2487,0.0,0.4609,13.0,13.0,,,,,,2.04362,PASS,
1142,s04_vel_pi_staircase,g000142_c4,142,,,,,,0.6183350990963479,0.004226733405848985,,,,,,,6.6533,15.2385,7.2547,0.0,0.4609,13.0,13.0,,,,,,2.04803,PASS,
1143,s04_vel_pi_staircase,g000142_c5,142,,,,,,0.5855372005963326,0.004167622631067807,,,,,,,6.6134,15.2454,7.2412,0.0,0.4606,13.0,13.0,,,,,,2.04314,PASS,
1144,s04_vel_pi_staircase,g000142_c6,142,,,,,,0.5845998300112936,0.004235959663944671,,,,,,,6.619,15.2414,7.2422,0.0,0.4613,13.0,13.0,,,,,,2.0458,PASS,
1145,s04_vel_pi_staircase,g000142_c7,142,,,,,,0.5956740539983663,0.004217437621009158,,,,,,,6.6231,15.2234,7.2368,0.0,0.4612,13.0,13.0,,,,,,2.04591,PASS,
1146,s04_vel_pi_staircase,g000143_c0,143,,,,,,0.60365009099294,0.004086614234451544,,,,,,,6.6323,15.2356,7.2362,0.0,0.4604,13.0,13.0,,,,,,2.04443,PASS,
1147,s04_vel_pi_staircase,g000143_c1,143,,,,,,0.5975003957877106,0.004301995882742702,,,,,,,6.6246,15.2249,7.2236,0.0,0.4606,13.0,13.0,,,,,,2.04426,PASS,
1148,s04_vel_pi_staircase,g000143_c2,143,,,,,,0.6061767000495311,0.004227840768263409,,,,,,,6.6411,15.2515,7.236,0.0,0.4609,13.0,13.0,,,,,,2.04681,PASS,
1149,s04_vel_pi_staircase,g000143_c3,143,,,,,,0.5892092071232067,0.0042816712645764405,,,,,,,6.619,15.248,7.2353,0.0,0.4604,13.0,13.0,,,,,,2.0431,PASS,
1150,s04_vel_pi_staircase,g000143_c4,143,,,,,,0.5785713778743858,0.004147065329797441,,,,,,,6.6097,15.2295,7.2355,0.0,0.4605,13.0,13.0,,,,,,2.04247,PASS,
1151,s04_vel_pi_staircase,g000143_c5,143,,,,,,0.588749947448654,0.0043235201005217185,,,,,,,6.6189,15.2288,7.2387,0.0,0.4603,13.0,13.0,,,,,,2.04279,PASS,
1152,s04_vel_pi_staircase,g000143_c6,143,,,,,,0.5987957623329732,0.004315267958254018,,,,,,,6.629,15.235,7.2247,0.0,0.4604,13.0,13.0,,,,,,2.0441,PASS,
1153,s04_vel_pi_staircase,g000143_c7,143,,,,,,0.6002277051081245,0.004141291585311642,,,,,,,6.6288,15.2319,7.2428,0.0,0.4603,13.0,13.0,,,,,,2.04378,PASS,
1154,s04_vel_pi_staircase,g000144_c0,144,,,,,,0.5822549650403214,0.004297145472601732,,,,,,,6.6097,15.2206,7.241,0.0,0.4611,13.0,13.0,,,,,,2.04427,PASS,
1155,s04_vel_pi_staircase,g000144_c1,144,,,,,,0.5913748592961986,0.0041679988061377755,,,,,,,6.6207,15.2385,7.236,0.0,0.4609,13.0,13.0,,,,,,2.04477,PASS,
1156,s04_vel_pi_staircase,g000144_c2,144,,,,,,0.5920085379484904,0.004108769809117553,,,,,,,6.6185,15.2317,7.2351,0.0,0.4606,13.0,13.0,,,,,,2.04365,PASS,
1157,s04_vel_pi_staircase,g000144_c3,144,,,,,,0.5964535462652345,0.004337327584328357,,,,,,,6.6314,15.2468,7.2355,0.0,0.4606,13.0,13.0,,,,,,2.04494,PASS,
1158,s04_vel_pi_staircase,g000144_c4,144,,,,,,0.5871349636441581,0.004244058587567198,,,,,,,6.6178,15.2263,7.2473,0.0,0.4603,13.0,13.0,,,,,,2.04268,PASS,
1159,s04_vel_pi_staircase,g000144_c5,144,,,,,,0.5933875612543269,0.004213139423545501,,,,,,,6.6202,15.2395,7.218,0.0,0.4606,13.0,13.0,,,,,,2.04382,PASS,
1160,s04_vel_pi_staircase,g000144_c6,144,,,,,,0.5852324279241938,0.004349048474480545,,,,,,,6.6159,15.2432,7.253,0.0,0.4611,13.0,13.0,,,,,,2.04489,PASS,
1161,s04_vel_pi_staircase,g000144_c7,144,,,,,,0.586924745102255,0.004170048101760399,,,,,,,6.6151,15.2401,7.2401,0.0,0.4601,13.0,13.0,,,,,,2.04181,PASS,
1162,s04_vel_pi_staircase,g000145_c0,145,,,,,,0.6274341664259374,0.0040784073789208435,,,,,,,6.6902,15.2429,7.3001,0.0,0.4803,13.0,13.0,,,,,,2.10992,PASS,
1163,s04_vel_pi_staircase,g000145_c1,145,,,,,,0.6037254634364788,0.004102996487709584,,,,,,,6.6325,15.2522,7.2209,0.0,0.4609,13.0,13.0,,,,,,2.04595,PASS,
1164,s04_vel_pi_staircase,g000145_c2,145,,,,,,0.5786191182041666,0.004159588452695926,,,,,,,6.6079,15.2448,7.2456,0.0,0.4608,13.0,13.0,,,,,,2.04319,PASS,
