run_id,scenario,label,gen,timestamp,Q_PITCH,Q_PITCH_RATE,Q_VEL,R,KP_V,KI_V,KP_YAW,KI_YAW,LEG_K_S,LEG_B_S,LEG_K_ROLL,LEG_D_ROLL,rms_pitch_deg,max_pitch_deg,wheel_travel_m,wheel_liftoff_s,vel_track_rms_ms,hip_track_rms_rad,settle_time_s,survived_s,fitness_balance,fitness_disturbance,fitness_drive_slow,fitness_drive_med,fitness_obstacle,fitness,status,fail_reason
82,s06_yaw_pi_turn,g000010_c0,10,,,,,,,,1.3865829406851742,0.03798859520723541,,,,,4.0374,8.4142,2.0633,0.0,0.3336,0.009975,0.0,8.0,,,,,,0.48564,PASS,
83,s06_yaw_pi_turn,g000010_c1,10,,,,,,,,6.688051052267311,0.08345434068913711,,,,,8.494,18.8792,46.4706,0.0,6.9181,0.01328,8.0,8.0,,,,,,1.4794,PASS,
84,s06_yaw_pi_turn,g000010_c2,10,,,,,,,,78.02770632882415,1.345461367047332,,,,,8.4241,17.7724,47.8165,0.0,7.0663,0.013397,8.0,8.0,,,,,,1.54831,PASS,
85,s06_yaw_pi_turn,g000010_c3,10,,,,,,,,11.168814319896073,14.83030274698101,,,,,8.3568,19.3117,46.9863,0.0,6.9341,0.013325,8.0,8.0,,,,,,1.49118,PASS,
86,s06_yaw_pi_turn,g000010_c4,10,,,,,,,,1.0038922983358525,0.1188118013797421,,,,,4.0409,8.4608,2.0639,0.0,0.3337,0.009974,0.0,8.0,,,,,,0.48689,PASS,
87,s06_yaw_pi_turn,g000010_c5,10,,,,,,,,9.439006687359814,6.098783122771854,,,,,8.6437,18.1575,47.2485,0.0,6.9617,0.013328,8.0,8.0,,,,,,1.48777,PASS,
88,s06_yaw_pi_turn,g000010_c6,10,,,,,,,,0.5297431464009779,0.802299595160251,,,,,4.0375,8.4454,2.0596,0.0,0.333,0.009976,0.104,8.0,,,,,,0.48895,PASS,
89,s06_yaw_pi_turn,g000010_c7,10,,,,,,,,0.009713482226607185,83.46271278479755,,,,,8.9554,20.6096,42.4748,0.0,6.9983,0.013018,0.114,8.0,,,,,,9.36784,PASS,
90,s06_yaw_pi_turn,g000011_c0,11,,,,,,,,5.733905591969332,0.4003857650229649,,,,,8.4097,17.793,46.0351,0.0,6.9306,0.013256,8.0,8.0,,,,,,1.49077,PASS,
91,s06_yaw_pi_turn,g000011_c1,11,,,,,,,,0.8959615272506971,1.1027029277215457,,,,,4.0387,8.4279,2.0614,0.0,0.333,0.009977,0.134,8.0,,,,,,0.48277,PASS,
92,s06_yaw_pi_turn,g000011_c2,11,,,,,,,,2.1318946880066076,3.310031652067598,,,,,4.0352,8.4363,2.06,0.0,0.3329,0.009977,0.126,8.0,,,,,,0.48122,PASS,
93,s06_yaw_pi_turn,g000011_c3,11,,,,,,,,0.02896761452139239,5.429882657945509,,,,,4.0372,8.4262,2.0617,0.0,0.3334,0.009976,0.116,8.0,,,,,,0.69172,PASS,
94,s06_yaw_pi_turn,g000011_c4,11,,,,,,,,22.282640229677504,1.8142899532499106,,,,,8.617,22.636,47.8194,0.0,7.0715,0.013394,8.0,8.0,,,,,,1.5667,PASS,
95,s06_yaw_pi_turn,g000011_c5,11,,,,,,,,5.004220976608519,3.873476310266826,,,,,7.7802,17.5069,29.1909,0.0,5.73,0.01215,0.0,8.0,,,,,,1.28112,PASS,
96,s06_yaw_pi_turn,g000011_c6,11,,,,,,,,0.9889901366062447,6.394947445140364,,,,,4.0342,8.4422,2.0589,0.0,0.3329,0.009976,0.088,8.0,,,,,,0.48202,PASS,
97,s06_yaw_pi_turn,g000011_c7,11,,,,,,,,0.3481017042978264,0.9871427721880764,,,,,4.0377,8.4166,2.0637,0.0,0.3333,0.009977,0.136,8.0,,,,,,0.50397,PASS,
